"ID","Replicate Number","Destination Herbarium","NOCA Acc Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
302,2.00,"WTU",764.00,32619.00,87511.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Arenaria nuttallii var. nuttallii","Arenaria","nuttallii","Pax","var.","nuttallii",,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"10",,"10","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.",,,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
303,1.00,"NOCA",764.00,32620.00,87512.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Cerastium berringianum","Cerastium","berringianum","Cham. & Schlecht.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"11",,"11","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","North slope.  Substrate rock island.  White flowers.  Rare.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
304,2.00,"WTU",764.00,32621.00,87512.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Cerastium berringianum","Cerastium","berringianum","Cham. & Schlecht.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"11",,"11","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","North slope.  Substrate rock island.  White flowers.  Rare.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
305,1.00,"NOCA",764.00,32624.00,87514.00,,"2005 North Cascades National Park Foray","Cyperaceae","Carex nardina","Carex","nardina","Fries",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"FNA",,"Laura Potash",,"12",,"12","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Densely caespitose.  Dry shelves.  Common.",,"Native","Fruiting",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
306,2.00,"WTU",764.00,32625.00,87514.00,,"2005 North Cascades National Park Foray","Cyperaceae","Carex nardina","Carex","nardina","Fries",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"FNA",,"Laura Potash",,"12",,"12","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Densely caespitose.  Dry shelves.  Common.",,"Native","Fruiting",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
307,1.00,"NOCA",764.00,32626.00,87515.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Arenaria obtusiloba","Arenaria","obtusiloba","(Rydb.) Fern.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"13",,"13","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Tufted on a small shelf.  Uncommon.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
308,2.00,"WTU",764.00,32627.00,87515.00,,"2005 North Cascades National Park Foray","Caryophyllaceae","Arenaria obtusiloba","Arenaria","obtusiloba","(Rydb.) Fern.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"13",,"13","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Tufted on a small shelf.  Uncommon.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
309,1.00,"NOCA",764.00,32628.00,87516.00,,"2005 North Cascades National Park Foray","Poaceae","Oryzopsis exigua","Oryzopsis","exigua","Thurb.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"14",,"14","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Talus slope, semi-stable.  Rare, full sun.  Caespitose.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
310,2.00,"WTU",764.00,32629.00,87516.00,,"2005 North Cascades National Park Foray","Poaceae","Oryzopsis exigua","Oryzopsis","exigua","Thurb.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Laura Potash",,"14",,"14","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Talus slope, semi-stable.  Rare, full sun.  Caespitose.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
311,1.00,"WTU",764.00,32630.00,87517.00,,"2005 North Cascades National Park Foray","Hydrophyllaceae","Phacelia sericea","Phacelia","sericea","(Grah.) Gray",,,,,,,,1.00,"Laura Potash",,"Jul",2005.00,"H&C",,"Laura Potash",,"15",,"15","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Scattered among talus on an active slope.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
312,2.00,"NOCA",764.00,32554.00,87517.00,,"2005 North Cascades National Park Foray","Hydrophyllaceae","Phacelia sericea","Phacelia","sericea","(Grah.) Gray",,,,,,,,1.00,"Laura Potash",,"Jul",2005.00,"H&C",,"Laura Potash",,"15",,"15","Steve Hahn, Peter F. Zika, Emily Sloane, Lindsey Hamilton",23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Reynolds Peak.  Top of northwest ridge on semi-flat shoulder.  Large cliffs above are impassable.",7809.00,,2381.00,,48.00,22.60,0.00,"N",120.00,34.14,0.00,"W",,,"GPS reading",10.00,680011.29,5361025.83,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Extremely exposed ridgeline. Substrate is talus and scree (stable).  Vegetation dominated by short cushionn plants.  Occasional Krummholtz.Pinalb.  Lichen growth abundant. Aspect: 260-270 degrees.","Scattered among talus on an active slope.",,"Native","Flowering",,"{4FEE73C4-476B-4C69-A96D-8D1791ED36AF}",680011.28,5361025.82,"NAD83","OK","Natalya Antonova"
313,1.00,"NOCA",764.00,32631.00,87535.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla diversifolia","Potentilla","diversifolia","Lehm.",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"H&C",,"Emily Sloane",,"1",,"1",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Uncommon, yellow flowers.  Scattered patchy.  Bluegreen leaves.  Rocky substrate.  Scattered patchy.  partial shade.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
314,2.00,"WTU",764.00,32632.00,87535.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla diversifolia","Potentilla","diversifolia","Lehm.",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"H&C",,"Emily Sloane",,"1",,"1",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Uncommon, yellow flowers.  Scattered patchy.  Bluegreen leaves.  Rocky substrate.  Scattered patchy.  partial shade.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
315,1.00,"NOCA",764.00,32633.00,87557.00,,"2005 North Cascades National Park Foray","Saxifragaceae","Saxifraga occidentalis","Saxifraga","occidentalis","Wats.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Emily Sloane",,"2",,"2",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Pure white petals, glandular on stem.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
316,2.00,"WTU",764.00,32634.00,87557.00,,"2005 North Cascades National Park Foray","Saxifragaceae","Saxifraga occidentalis","Saxifraga","occidentalis","Wats.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Emily Sloane",,"2",,"2",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Pure white petals, glandular on stem.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
317,1.00,"NOCA",764.00,32635.00,87558.00,,"2005 North Cascades National Park Foray","Ranunculaceae","Anemone multifida var. saxicola","Anemone","multifida","Poir.","var.","saxicola","Boivin",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 3",,"Emily Sloane",,"3",,"3",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Back of petals blue to purple.  Bluish green leaves, top of petals white, scattered individuals.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
318,2.00,"WTU",764.00,32636.00,87558.00,,"2005 North Cascades National Park Foray","Ranunculaceae","Anemone multifida var. saxicola","Anemone","multifida","Poir.","var.","saxicola","Boivin",,,,,1.00,"Sarah Gage",,"Sep",2005.00,"FNA vol. 3",,"Emily Sloane",,"3",,"3",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Back of petals blue to purple.  Bluish green leaves, top of petals white, scattered individuals.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
319,1.00,"NOCA",764.00,32637.00,87563.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla uniflora","Potentilla","uniflora","Ledeb.",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"H&C",,"Emily Sloane",,"4",,"4",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Leaves are glaucous and hairy.  Top leaves blue/green, bottoms white.  Very uncommon.  Full sun.",,"Native","Flowering & Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
320,2.00,"WTU",764.00,32638.00,87563.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla uniflora","Potentilla","uniflora","Ledeb.",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"H&C",,"Emily Sloane",,"4",,"4",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Leaves are glaucous and hairy.  Top leaves blue/green, bottoms white.  Very uncommon.  Full sun.",,"Native","Flowering & Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
321,3.00,"UBC",764.00,32639.00,87563.00,,"2005 North Cascades National Park Foray","Rosaceae","Potentilla uniflora","Potentilla","uniflora","Ledeb.",,,,,,,,1.00,"Peter F. Zika",,,2005.00,"H&C",,"Emily Sloane",,"4",,"4",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Leaves are glaucous and hairy.  Top leaves blue/green, bottoms white.  Very uncommon.  Full sun.",,"Native","Flowering & Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
322,1.00,"NOCA",764.00,32640.00,87568.00,,"2005 North Cascades National Park Foray","Asteraceae","Antennaria racemosa","Antennaria","racemosa","Hook.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Emily Sloane",,"5",,"5",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Rhizomatous mats. Upper surface leaves green, lower surface white.  Involucre bracts tan/brown.  Uncommon.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
323,2.00,"WTU",764.00,32641.00,87568.00,,"2005 North Cascades National Park Foray","Asteraceae","Antennaria racemosa","Antennaria","racemosa","Hook.",,,,,,,,1.00,"Sarah Gage",,"Sep",2005.00,"H&C",,"Emily Sloane",,"5",,"5",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Rhizomatous mats. Upper surface leaves green, lower surface white.  Involucre bracts tan/brown.  Uncommon.",,"Native","Flowering",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
324,1.00,"NOCA",764.00,32642.00,87570.00,,"2005 North Cascades National Park Foray","Hydrophyllaceae","Phacelia sericea","Phacelia","sericea","(Grah.) Gray",,,,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Emily Sloane",,"6",,"6",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Rare.  Full sun.  Purple flowers.  Stamens yellowand exerted.  Growing in talus.",,"Native","Flowering & Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
325,2.00,"WTU",764.00,32643.00,87570.00,,"2005 North Cascades National Park Foray","Hydrophyllaceae","Phacelia sericea","Phacelia","sericea","(Grah.) Gray",,,,,,,,1.00,"Sarah Gage",,"Aug",2005.00,"H&C",,"Emily Sloane",,"6",,"6",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Rare.  Full sun.  Purple flowers.  Stamens yellowand exerted.  Growing in talus.",,"Native","Flowering & Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
326,1.00,"NOCA",764.00,32644.00,87572.00,,"2005 North Cascades National Park Foray","Rosaceae","Sibbaldia procumbens","Sibbaldia","procumbens","L.",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Emily Sloane",,"7",,"7",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Forms small prostrate mats.  Flowers yellow.  Prefers flatter spots on benches and tops of rocks.",,"Native","Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
327,2.00,"WTU",764.00,32645.00,87572.00,,"2005 North Cascades National Park Foray","Rosaceae","Sibbaldia procumbens","Sibbaldia","procumbens","L.",,,,,,,,1.00,"P. F. Zika",,,2005.00,"FNA",,"Emily Sloane",,"7",,"7",,23.00,"Jul",2005.00,"USA","Washington","Chelan","North Cascades National Park. Northwest ridge of Reynolds Peak.",7544.00,,2300.00,,48.00,22.50,0.00,"N",120.00,34.30,0.00,"W",,,"GPS reading",10.00,679819.83,5360830.62,"WGS 84",,"Calc. from Lat-Long","33N","18E","11",,"Rocky talus and boulder strewn ridgline.  Very exposed.  Pinalb and Abilas scattered patchy in microsites between rocks and within cracks.  Vegetation is scattered patchy in cracks and more or less continous on small benches and flat ridgetops.  Lots of b","Forms small prostrate mats.  Flowers yellow.  Prefers flatter spots on benches and tops of rocks.",,"Native","Fruiting",,"{59F97CF0-9D63-4046-834D-CEBF9C5998B3}",679819.82,5360830.61,"NAD83","OK","Natalya Antonova"
