"ID","Replicate Number","Destination Herbarium","NOCA Accession Number","NOCA Catalog Number","WTU Database ID","WTU Accession Number","Label Title","Family","Full Scientific Name","Genus","Species","Species author","Trinomial Rank","Trinomial Epithet","Trinomial Author","Quadrinomial Rank","Quadrinomial Epithet","Quadrinomial Author","ID Qualifier","Determination Number","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Full Collector Number","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper Elevation (ft)","Elevation (m)","Upper Elevation (m)","Lat Deg","Lat Min","Lat Sec","N or S","Long Deg","Long Min","Lon Sec","W or E","Lat-Long Datum","Lat-Long Accuracy (m)","Lat-Long Source","UTM Zone","UTM Easting","UTM Northing","UTM Datum","UTM Accuracy (m)","UTM Source","Township","Range","Section","Quarter","Site Description","Specimen Details","Miscellaneous Notes","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
238,2.00,"WTU",656.00,12557.00,6309.00,362071.00,"2004 North Cascades National Park Forays","Cyperaceae","Carex canescens ssp. canescens","Carex","canescens","L.","ssp.","canescens",,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Steve Hahn",,1277.00,,"1277","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; pool margin.","Loosely cespitose, stems erect, longer inflorescence than Carex praeceptorum, overripe, heads clustered.",,"Native","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
239,3.00,"UBC",656.00,12558.00,6309.00,,"2004 North Cascades National Park Forays","Cyperaceae","Carex canescens ssp. canescens","Carex","canescens","L.","ssp.","canescens",,,,,,1.00,"Sarah Gage",26.00,"Oct",2004.00,"FNA Vol. 23",,"Steve Hahn",,1277.00,,"1277","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; pool margin.","Loosely cespitose, stems erect, longer inflorescence than Carex praeceptorum, overripe, heads clustered.",,"Native","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
240,1.00,"NOCA",656.00,12559.00,6310.00,,"2004 North Cascades National Park Forays","Callitrichaceae","Callitriche heterophylla var. bolanderi","Callitriche","heterophylla","Pursh","var.","bolanderi","(Hegelm.) Fassett",,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1278.00,,"1278","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; on hard, peaty bottom in shallow pool or stranded, mucky pools, in up to 5 cm water.","Few floating leaves seen.",,"Native","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
241,2.00,"WTU",656.00,12560.00,6310.00,,"2004 North Cascades National Park Forays","Callitrichaceae","Callitriche heterophylla var. bolanderi","Callitriche","heterophylla","Pursh","var.","bolanderi","(Hegelm.) Fassett",,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1278.00,,"1278","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; on hard, peaty bottom in shallow pool or stranded, mucky pools, in up to 5 cm water.","Few floating leaves seen.",,"Native","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
242,1.00,"UBC",656.00,12561.00,6311.00,,"2004 North Cascades National Park Forays","Callitrichaceae","Callitriche heterophylla var. bolanderi","Callitriche","heterophylla","Pursh","var.","bolanderi","(Hegelm.) Fassett",,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1279.00,,"1279","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in 10 cm water, pool, peaty hard bottom with aquatic moss.","Floating leaves.",,"Native","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
243,1.00,"NOCA",656.00,12564.00,6312.00,,"2004 North Cascades National Park Forays","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,,1.00,"P. F. Zika",15.00,"Oct",2004.00,"FNA Vol. 22",,"Steve Hahn",,1279.00,"-C","1279-C","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in dry N end of meadow.","Cespitose, small, erect heads, depauperate plants, seed less than 1.1 mm.",,"Introduced","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
244,2.00,"WTU",656.00,12565.00,6312.00,361914.00,"2004 North Cascades National Park Forays","Juncaceae","Luzula multiflora ssp. multiflora","Luzula","multiflora","(Ehrh.) Lej.","ssp.","multiflora",,,,,,1.00,"P. F. Zika",15.00,"Oct",2004.00,"FNA Vol. 22",,"Steve Hahn",,1279.00,"-C","1279-C","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in dry N end of meadow.","Cespitose, small, erect heads, depauperate plants, seed less than 1.1 mm.",,"Introduced","Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
245,1.00,"NOCA",656.00,12562.00,6313.00,,"2004 North Cascades National Park Forays","Asteraceae","Senecio cymbalarioides","Senecio","cymbalarioides","Buek",,,,,,,,1.00,"Sarah Gage",30.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1279.00,"-A","1279-A","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in dry north end of meadow, full sun.","Yellow rays.",,"Native","Flowering & Fruiting",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
246,1.00,"NOCA",656.00,12566.00,6314.00,,"2004 North Cascades National Park Forays","Poaceae","Festuca viridula","Festuca","viridula","Vasey",,,,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1279.00,"-D","1279-D","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in dry north end of meadow.","Cespitose.",,"Native","Flowering",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
247,2.00,"WTU",656.00,12567.00,6314.00,361922.00,"2004 North Cascades National Park Forays","Poaceae","Festuca viridula","Festuca","viridula","Vasey",,,,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1279.00,"-D","1279-D","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in dry north end of meadow.","Cespitose.",,"Native","Flowering",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
248,3.00,"UBC",656.00,12568.00,6314.00,,"2004 North Cascades National Park Forays","Poaceae","Festuca viridula","Festuca","viridula","Vasey",,,,,,,,1.00,"Sarah Gage",22.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1279.00,"-D","1279-D","Peter Zika, Sarah Gage",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, McAlester Pass (south end).",5966.00,,1819.00,,48.00,25.43,0.00,"N",120.00,39.74,0.00,"W",,,"GPS reading",10.00,672940.66,5366049.25,"WGS 84",,"Calc. from Lat-Long",,,,,"Wet ground in extensive wet meadow along pools and meanders, small creek over granite; in dry north end of meadow.","Cespitose.",,"Native","Flowering",,"{A8BE9AA5-0F02-4672-8E36-8A150EA7307C}",672940.65,5366049.24,"NAD83","OK","Natalya Antonova"
249,1.00,"NOCA",656.00,12569.00,6315.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1280.00,,"1280","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs at lower edge of turf, with Luzula piperi, Carex nigricans, Juncus drummondii, Oxyria digyna, etc.","Yellow rays, rhizomatous, leaves with strong odor common.",,"Native","Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
250,2.00,"WTU",656.00,12570.00,6315.00,361915.00,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1280.00,,"1280","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs at lower edge of turf, with Luzula piperi, Carex nigricans, Juncus drummondii, Oxyria digyna, etc.","Yellow rays, rhizomatous, leaves with strong odor common.",,"Native","Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
251,3.00,"UBC",656.00,12571.00,6315.00,,"2004 North Cascades National Park Forays","Asteraceae","Arnica mollis","Arnica","mollis","Hook.",,,,,,,,1.00,"Sarah Gage",29.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1280.00,,"1280","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs at lower edge of turf, with Luzula piperi, Carex nigricans, Juncus drummondii, Oxyria digyna, etc.","Yellow rays, rhizomatous, leaves with strong odor common.",,"Native","Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
252,1.00,"NOCA",656.00,12572.00,6316.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Saxifraga oppositifolia","Saxifraga","oppositifolia","L.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1281.00,,"1281","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; on mossy vertical faces.","Dense mats, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
253,2.00,"WTU",656.00,12573.00,6316.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Saxifraga oppositifolia","Saxifraga","oppositifolia","L.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1281.00,,"1281","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; on mossy vertical faces.","Dense mats, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
254,3.00,"UBC",656.00,12574.00,6316.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Saxifraga oppositifolia","Saxifraga","oppositifolia","L.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1281.00,,"1281","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; on mossy vertical faces.","Dense mats, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
255,1.00,"NOCA",656.00,12575.00,6317.00,,"2004 North Cascades National Park Forays","Polygonaceae","Polygonum viviparum","Polygonum","viviparum","L.",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1282.00,,"1282","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs.","White flowers, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
256,2.00,"WTU",656.00,12576.00,6317.00,,"2004 North Cascades National Park Forays","Polygonaceae","Polygonum viviparum","Polygonum","viviparum","L.",,,,,,,,1.00,"Sarah Gage",28.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1282.00,,"1282","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs.","White flowers, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
257,1.00,"NOCA",656.00,12577.00,6318.00,,"2004 North Cascades National Park Forays","Caryophyllaceae","Silene acaulis var. exscapa","Silene","acaulis","L.","var.","exscapa","(Allioni) DC.",,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1283.00,,"1283","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs.","Pink-purple flowers, dense low mats, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
258,2.00,"WTU",656.00,12578.00,6318.00,361920.00,"2004 North Cascades National Park Forays","Caryophyllaceae","Silene acaulis var. exscapa","Silene","acaulis","L.","var.","exscapa","(Allioni) DC.",,,,,1.00,"Sarah Gage",5.00,"Oct",2004.00,"H&C",,"Steve Hahn",,1283.00,,"1283","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs.","Pink-purple flowers, dense low mats, occasional.",,"Native","Flowering & Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
259,1.00,"NOCA",656.00,12579.00,6319.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Parnassia kotzebuei","Parnassia","kotzebuei","Cham.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1284.00,"-A","1284-A","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; damp mossy turf and crevices.","Occasional,  staminodes green (to greenish-yellow) and 3-4 lobed, petals white, less than sepals, no fringe, anthers white, petals minutely notched, fruit greater than sepals, 4-5 green styles, ovate leaves, glabrous, no bracts on scape.",,"Native","Flowering & Fruiting","Sensitive","{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
260,2.00,"WTU",656.00,12580.00,6319.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Parnassia kotzebuei","Parnassia","kotzebuei","Cham.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1284.00,"-A","1284-A","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; damp mossy turf and crevices.","Occasional,  staminodes green (to greenish-yellow) and 3-4 lobed, petals white, less than sepals, no fringe, anthers white, petals minutely notched, fruit greater than sepals, 4-5 green styles, ovate leaves, glabrous, no bracts on scape.",,"Native","Flowering & Fruiting","Sensitive","{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
261,3.00,"UBC",656.00,12581.00,6319.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Parnassia kotzebuei","Parnassia","kotzebuei","Cham.",,,,,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1284.00,"-A","1284-A","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; damp mossy turf and crevices.","Occasional,  staminodes green (to greenish-yellow) and 3-4 lobed, petals white, less than sepals, no fringe, anthers white, petals minutely notched, fruit greater than sepals, 4-5 green styles, ovate leaves, glabrous, no bracts on scape.",,"Native","Flowering & Fruiting","Sensitive","{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
262,1.00,"NOCA",656.00,12582.00,6320.00,,"2004 North Cascades National Park Forays","Saxifragaceae","Saxifraga bronchialis var. austromontana","Saxifraga","bronchialis","L.","var.","austromontana","(Wieg.) Jones",,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1284.00,"-B","1284-B","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; dry underhanging crevice.","White petals with red and yellow dots, in mats, uncommon.",,"Native","Flowering",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
263,2.00,"WTU",656.00,12583.00,6320.00,361927.00,"2004 North Cascades National Park Forays","Saxifragaceae","Saxifraga bronchialis var. austromontana","Saxifraga","bronchialis","L.","var.","austromontana","(Wieg.) Jones",,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1284.00,"-B","1284-B","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs; dry underhanging crevice.","White petals with red and yellow dots, in mats, uncommon.",,"Native","Flowering",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
264,1.00,"NOCA",656.00,12584.00,6321.00,,"2004 North Cascades National Park Forays","Salicaceae","Salix nivalis var. saximontana","Salix","nivalis","Hook.","var.","saximontana","(Rydb.) Schneid.",,,,,1.00,"Sarah Gage",24.00,"Sep",2004.00,"H&C",,"Steve Hahn",,1285.00,,"1285","Peter Zika",8.00,"Aug",2004.00,"USA","Washington","Chelan","North Cascades National Park Complex, Lake Chelan National Recreation Area, 0.5 air km north of summit of McAlester Mtn., south of South Pass, above unnamed (Dee-Dee) lake, north-facing steep granitic talus at base of wet cliffs.",6303.00,,1922.00,,48.00,24.15,0.00,"N",120.00,39.12,0.00,"W",,,"GPS reading",10.00,673777.79,5363701.60,"WGS 84",,"Calc. from Lat-Long",,,,,"Exposed alpine turf, shaded at mid-day by cliffs.","Prostrate, uncommon, fruits female.",,"Native","Fruiting",,"{85BF2A36-1D91-40D7-B242-2A756E45359B}",673777.78,5363701.59,"NAD83","OK","Natalya Antonova"
