"ID","Replicate Number","Herbarium Destination","NOCA Acc .","NOCA Catalog .","Label title","Family","Full Scientific Name","Genus","species","Author","Subtaxon rank","Subtaxon","Subtaxon author","Subtaxon2 rank","Subtaxon2 author","Determination Notes","Determiner","Determination Day","Determination Month","Determination Year","Fide","Determination_Notes","Collector","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collectors","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Upper elevation range (ft)","Elevation (meters)","Upper elevation range (meters)","Degrees Lat","Minutes Lat","Seconds Lat","Degrees Long","Minutes Long","Seconds Long","Datum","Accuracy (meters)","Source","UTM Zone","Easting","Northing","Datum_UTM","Accuracy (m)","Source_UTM","Site Description","Specimen Details","Origin","Phenology","Conservation Status","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
956,1.00,"NOCA","NOCA-00832","NOCA 31078","2006 North Cascades National Park Foray","Poaceae","Poa pratensis ssp. angustifolia","Poa","pratensis","L.","ssp.","angustifolia","(L.) Lej.",,,,"Ben Legler",17.00,"Oct",2006.00,"Ill. Flora of B. C.",,"Dale Blum","06-",22.00,"B",,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Common in unmowed areas. Stembases short-rhizomatous.","Introduced","Fruiting",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
957,1.00,"NOCA","NOCA-00832","NOCA 31324","2006 North Cascades National Park Foray","Poaceae","Poa scabrella","Poa","scabrella","(Thurb.) Benth.",,,,,,,"Ben Legler",20.00,"Sep",2006.00,"Flora of PNW",,"Vicky Gempko","06-",5.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Common among rocks on open slope.","Native","Flowering",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
958,2.00,"Stehekin","NOCA-00832","NOCA 31325","2006 North Cascades National Park Foray","Poaceae","Poa scabrella","Poa","scabrella","(Thurb.) Benth.",,,,,,,"Ben Legler",20.00,"Sep",2006.00,"Flora of PNW",,"Vicky Gempko","06-",5.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Common among rocks on open slope.","Native","Flowering",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
959,3.00,"WTU","NOCA-00832","NOCA 31326","2006 North Cascades National Park Foray","Poaceae","Poa scabrella","Poa","scabrella","(Thurb.) Benth.",,,,,,,"Ben Legler",20.00,"Sep",2006.00,"Flora of PNW",,"Vicky Gempko","06-",5.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Common among rocks on open slope.","Native","Flowering",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
960,1.00,"NOCA","NOCA-00832","NOCA 31989","2006 North Cascades National Park Foray","Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,,,,"Ben Legler",23.00,"Oct",2006.00,"Ill. Fl. of B.C.",,"Maria Gerace","06-",70.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Tufted on sunny rocky slope; uncommon.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
961,2.00,"WTU","NOCA-00832","NOCA 31990","2006 North Cascades National Park Foray","Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,,,,"Ben Legler",23.00,"Oct",2006.00,"Ill. Fl. of B.C.",,"Maria Gerace","06-",70.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Tufted on sunny rocky slope; uncommon.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
962,3.00,"UBC","NOCA-00832","NOCA 31991","2006 North Cascades National Park Foray","Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,,,,"Ben Legler",23.00,"Oct",2006.00,"Ill. Fl. of B.C.",,"Maria Gerace","06-",70.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak.  Stiletto Lake - 100 meters south of lake.",6800.00,,2073.00,,48.00,28.84,,120.00,39.35,,"WGS 84",5.00,"GPS reading",10.00,673227.51,5372395.35,"WGS 84",5.00,"Calc. from Lat-Lon","In a matrix of bedrock outcrops, graminoids, shrubs, and herbs.  Tress are scattered in microsites in between rock outcrops, dominated by Larix lyallii.  Slopes: 0 - 208; general aspect: 150 - 1908.","Tufted on sunny rocky slope; uncommon.","Native","Flowering",,"{808B007C-D548-4C13-A97F-1DD1066F5A9D}",673227.50,5372395.35,"NAD83","OK","Natalya Antonova"
963,1.00,"NOCA","NOCA-00832","NOCA 31680","2006 North Cascades National Park Foray","Poaceae","Poa sp.","Poa","sp.",,,,,,,,"Ben Legler",18.00,"Sep",2006.00,"Flora of PNW",,"Barbara Smith","06-",1.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. On northwest shore of Coon Lake. One kilometer northeast of High Bridge in Stehekin River Valley. ",2170.00,,661.00,,48.00,23.00,19.70,120.00,50.00,11.90,"WGS 84",7.00,"GPS reading",10.00,660161.00,5361775.00,"WGS 84",7.00,"GPS reading","Narrow marshy lakeshore dominated by Spiraea douglasii and Carex spp. Shallow muddy lake, backed by rocky outcrops and dry conifer forest.","In tufts on dry outcrops.",,"Flowering",,"{E38B1EDE-A40F-4E55-9842-31470A0EE888}",660160.99,5361774.99,"NAD83","OK","Natalya Antonova"
964,2.00,"Stehekin","NOCA-00832","NOCA 31681","2006 North Cascades National Park Foray","Poaceae","Poa sp.","Poa","sp.",,,,,,,,"Ben Legler",18.00,"Sep",2006.00,"Flora of PNW",,"Barbara Smith","06-",1.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. On northwest shore of Coon Lake. One kilometer northeast of High Bridge in Stehekin River Valley. ",2170.00,,661.00,,48.00,23.00,19.70,120.00,50.00,11.90,"WGS 84",7.00,"GPS reading",10.00,660161.00,5361775.00,"WGS 84",7.00,"GPS reading","Narrow marshy lakeshore dominated by Spiraea douglasii and Carex spp. Shallow muddy lake, backed by rocky outcrops and dry conifer forest.","In tufts on dry outcrops.",,"Flowering",,"{E38B1EDE-A40F-4E55-9842-31470A0EE888}",660160.99,5361774.99,"NAD83","OK","Natalya Antonova"
965,3.00,"WTU","NOCA-00832","NOCA 31682","2006 North Cascades National Park Foray","Poaceae","Poa sp.","Poa","sp.",,,,,,,,"Ben Legler",18.00,"Sep",2006.00,"Flora of PNW",,"Barbara Smith","06-",1.00,,,29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. On northwest shore of Coon Lake. One kilometer northeast of High Bridge in Stehekin River Valley. ",2170.00,,661.00,,48.00,23.00,19.70,120.00,50.00,11.90,"WGS 84",7.00,"GPS reading",10.00,660161.00,5361775.00,"WGS 84",7.00,"GPS reading","Narrow marshy lakeshore dominated by Spiraea douglasii and Carex spp. Shallow muddy lake, backed by rocky outcrops and dry conifer forest.","In tufts on dry outcrops.",,"Flowering",,"{E38B1EDE-A40F-4E55-9842-31470A0EE888}",660160.99,5361774.99,"NAD83","OK","Natalya Antonova"
966,1.00,"NOCA","NOCA-00832","NOCA 32115","2006 North Cascades National Park Foray","Polemoniaceae","Polemonium californicum","Polemonium","californicum","Eastw.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,,,"Ben Legler",,3531.00,,"Maria Gerace",30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  East edge of talus pile circa 0.5 mile northeast of summit of Hock Mountain and 0.25 mile west of summit of Twisp Mountain.",5850.00,,1783.00,,48.00,27.54,,120.00,39.61,,"WGS 84",5.00,"GPS reading",10.00,672974.97,5369971.68,"WGS 84",5.00,"Calc. from Lat-Lon","Narrow gully paralleling edge of talus, with seasonal flowing stream, Veratrum viride, Valeriana sitchensis, Abies lasiocarpa.","Pale-blue flowers; rhizomatous; common under trees.","Native","Flowering",,"{E4A71963-8749-4CF6-8755-137E8A57A80F}",672974.97,5369971.68,"NAD83","OK","Natalya Antonova"
967,2.00,"WTU","NOCA-00832","NOCA 32116","2006 North Cascades National Park Foray","Polemoniaceae","Polemonium californicum","Polemonium","californicum","Eastw.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,,,"Ben Legler",,3531.00,,"Maria Gerace",30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  East edge of talus pile circa 0.5 mile northeast of summit of Hock Mountain and 0.25 mile west of summit of Twisp Mountain.",5850.00,,1783.00,,48.00,27.54,,120.00,39.61,,"WGS 84",5.00,"GPS reading",10.00,672974.97,5369971.68,"WGS 84",5.00,"Calc. from Lat-Lon","Narrow gully paralleling edge of talus, with seasonal flowing stream, Veratrum viride, Valeriana sitchensis, Abies lasiocarpa.","Pale-blue flowers; rhizomatous; common under trees.","Native","Flowering",,"{E4A71963-8749-4CF6-8755-137E8A57A80F}",672974.97,5369971.68,"NAD83","OK","Natalya Antonova"
968,3.00,"UBC","NOCA-00832","NOCA 32117","2006 North Cascades National Park Foray","Polemoniaceae","Polemonium californicum","Polemonium","californicum","Eastw.",,,,,,,"Ben Legler",25.00,"Oct",2006.00,,,"Ben Legler",,3531.00,,"Maria Gerace",30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  East edge of talus pile circa 0.5 mile northeast of summit of Hock Mountain and 0.25 mile west of summit of Twisp Mountain.",5850.00,,1783.00,,48.00,27.54,,120.00,39.61,,"WGS 84",5.00,"GPS reading",10.00,672974.97,5369971.68,"WGS 84",5.00,"Calc. from Lat-Lon","Narrow gully paralleling edge of talus, with seasonal flowing stream, Veratrum viride, Valeriana sitchensis, Abies lasiocarpa.","Pale-blue flowers; rhizomatous; common under trees.","Native","Flowering",,"{E4A71963-8749-4CF6-8755-137E8A57A80F}",672974.97,5369971.68,"NAD83","OK","Natalya Antonova"
969,1.00,"NOCA","NOCA-00832","NOCA 31105","2006 North Cascades National Park Foray","Polygonaceae","Polygonum convolvulus","Polygonum","convolvulus","L.",,,,,,,"Ben Legler",31.00,"Aug",2006.00,"Flora of PNW",,"Dale Blum","06-",32.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Single plant in disturbed soil.","Introduced","Flowering & Fruiting",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
970,2.00,"Stehekin","NOCA-00832","NOCA 31106","2006 North Cascades National Park Foray","Polygonaceae","Polygonum convolvulus","Polygonum","convolvulus","L.",,,,,,,"Ben Legler",31.00,"Aug",2006.00,"Flora of PNW",,"Dale Blum","06-",32.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Single plant in disturbed soil.","Introduced","Flowering & Fruiting",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
971,3.00,"WTU","NOCA-00832","NOCA 31107","2006 North Cascades National Park Foray","Polygonaceae","Polygonum convolvulus","Polygonum","convolvulus","L.",,,,,,,"Ben Legler",31.00,"Aug",2006.00,"Flora of PNW",,"Dale Blum","06-",32.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Single plant in disturbed soil.","Introduced","Flowering & Fruiting",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
972,1.00,"NOCA","NOCA-00832","NOCA 31042","2006 North Cascades National Park Foray","Polygonaceae","Polygonum cuspidatum","Polygonum","cuspidatum","Sieb. & Zucc.",,,,,,,"Ben Legler",16.00,"Aug",2006.00,"H&C",,"Dale Blum","06-",9.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Sterile specimen. Single small patch along south end of airstrip.","Introduced","Sterile",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
973,2.00,"Stehekin","NOCA-00832","NOCA 31043","2006 North Cascades National Park Foray","Polygonaceae","Polygonum cuspidatum","Polygonum","cuspidatum","Sieb. & Zucc.",,,,,,,"Ben Legler",16.00,"Aug",2006.00,"H&C",,"Dale Blum","06-",9.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Sterile specimen. Single small patch along south end of airstrip.","Introduced","Sterile",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
974,3.00,"WTU","NOCA-00832","NOCA 31044","2006 North Cascades National Park Foray","Polygonaceae","Polygonum cuspidatum","Polygonum","cuspidatum","Sieb. & Zucc.",,,,,,,"Ben Legler",16.00,"Aug",2006.00,"H&C",,"Dale Blum","06-",9.00,,,27.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Stehekin State Airstrip. ",1196.00,,364.00,,48.34,,,120.71,,,"WGS 83",5.00,"GPS Reading",10.00,669049.26,5356975.23,"WGS 83",5.00,"Calc. from Lat-Lon","Flat mowed area approximately 3,000 feet long by 300 feet wide. Public airstrip cut out of valley floor forest. Abies grandis, Alnus rubra, Acer macrophylla, Pseudotsuga menziesii dominate forest edge. Airstrip dominated by non-native grasses.","Sterile specimen. Single small patch along south end of airstrip.","Introduced","Sterile",,"{190DD78D-4938-4DD2-9568-98DE00A37EB6}",669049.26,5356975.23,"NAD83","OK","Natalya Antonova"
975,1.00,"NOCA","NOCA-00832","NOCA 31405","2006 North Cascades National Park Foray","Polygonaceae","Polygonum douglasii","Polygonum","douglasii","Greene",,,,,,,"Ben Legler",28.00,"Sep",2006.00,"FNA Vol. 5",,"Vicky Gempko","06-",35.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. McGregor Mountain Trail. Trailside edge.",3598.00,,1097.00,,48.00,23.37,,120.00,49.74,,"WGS 84",,"GPS Reading",10.00,660709.47,5361877.26,"WGS 84",,"Calc. from Lat-Lon","South-facing slope dominated by Ceanothus, Paxistima, Holodiscus.","One small patch. Corolla pink and appressed to stem.","Native","Flowering & Fruiting",,"{020EE52E-992F-420A-B825-19DE2469BE5E}",660709.47,5361877.26,"NAD83","OK","Natalya Antonova"
976,2.00,"Stehekin","NOCA-00832","NOCA 31406","2006 North Cascades National Park Foray","Polygonaceae","Polygonum douglasii","Polygonum","douglasii","Greene",,,,,,,"Ben Legler",28.00,"Sep",2006.00,"FNA Vol. 5",,"Vicky Gempko","06-",35.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. McGregor Mountain Trail. Trailside edge.",3598.00,,1097.00,,48.00,23.37,,120.00,49.74,,"WGS 84",,"GPS Reading",10.00,660709.47,5361877.26,"WGS 84",,"Calc. from Lat-Lon","South-facing slope dominated by Ceanothus, Paxistima, Holodiscus.","One small patch. Corolla pink and appressed to stem.","Native","Flowering & Fruiting",,"{020EE52E-992F-420A-B825-19DE2469BE5E}",660709.47,5361877.26,"NAD83","OK","Natalya Antonova"
977,1.00,"NOCA","NOCA-00832","NOCA 31376","2006 North Cascades National Park Foray","Polygonaceae","Polygonum polygaloides ssp. kelloggii","Polygonum","polygaloides","Meisn.","ssp.","kelloggii","(Greene) Hickman",,,,"Ben Legler",28.00,"Sep",2006.00,"FNA Vol. 5",,"Vicky Gempko","06-",24.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Locally common in open soil. Annual.","Native","Flowering",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
978,2.00,"Stehekin","NOCA-00832","NOCA 31377","2006 North Cascades National Park Foray","Polygonaceae","Polygonum polygaloides ssp. kelloggii","Polygonum","polygaloides","Meisn.","ssp.","kelloggii","(Greene) Hickman",,,,"Ben Legler",28.00,"Sep",2006.00,"FNA Vol. 5",,"Vicky Gempko","06-",24.00,,"Dale Blum, Cheryl Lowe, Anders Huseth",29.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreation Area. South facing slope along McGregor Mountain Trail.",4742.00,,1446.00,,48.00,24.06,,120.00,49.19,,"WGS 84",,"GPS Reading",10.00,661360.14,5363180.49,"WGS 84",,"Calc. from Lat-Lon","Subalpine meadow dominated by Lomatium sp., Pseudotsuga menziesii, Lupinus sp.","Locally common in open soil. Annual.","Native","Flowering",,"{164FE546-7AB2-4216-93D5-3877A0EB0269}",661360.13,5363180.49,"NAD83","OK","Natalya Antonova"
979,1.00,"NOCA","NOCA-00832","NOCA 32101","2006 North Cascades National Park Foray","Polygonaceae","Polygonum viviparum","Polygonum","viviparum","L.",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"Ill. Fl. of B.C.",,"Matt Lee","06-",19.00,,,30.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  North face of Hock Mountain, approximately 0.25 mile northeast of the summit at base of vertical cliffs, just above the talus fields.",6500.00,,1981.00,,48.00,27.27,,120.00,39.55,,"WGS 84",,"GPS reading",10.00,673060.79,5369464.42,"WGS 84",,"Calc. from Lat-Lon","A series of vertical cliffs mixed among ramps and small benches, with lots of wet seepy areas fed by snow-fields from above.  Some areas support stable alpine turf communities while others are active scree and gravel gullies. Little to no sun!  Very cold alpine site.  Aspect: 0; slope: 0-908.","Rare; disjunct individual in moist turf; flowers white.","Native","Flowering",,"{94C609AC-AEBE-42E8-8463-2940630D03F6}",673060.79,5369464.42,"NAD83","OK","Natalya Antonova"
980,1.00,"NOCA","NOCA-00832","NOCA 31804","2006 North Cascades National Park Foray","Polypodiaceae","Polypodium hesperium","Polypodium","hesperium","Maxon",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Jennette Timmer",,416.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","Common in crevices of vertical rock faces.","Native","Spores",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
981,2.00,"Stehekin","NOCA-00832","NOCA 31805","2006 North Cascades National Park Foray","Polypodiaceae","Polypodium hesperium","Polypodium","hesperium","Maxon",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Jennette Timmer",,416.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","Common in crevices of vertical rock faces.","Native","Spores",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
982,3.00,"WTU","NOCA-00832","NOCA 31806","2006 North Cascades National Park Foray","Polypodiaceae","Polypodium hesperium","Polypodium","hesperium","Maxon",,,,,,,"Ben Legler",19.00,"Sep",2006.00,"FNA Vol. 2",,"Jennette Timmer",,416.00,,,28.00,"Jun",2006.00,"USA","Washington","Chelan","Lake Chelan National Recreational Area. Base of Purple Creek Pass Trail where trail passes waterfall. 300 meters east of Stehekin.",1280.00,,390.00,,48.00,18.00,34.00,120.00,39.00,13.00,"WGS 84",,"Gref. digital map",10.00,673977.00,5353360.00,"WGS 84",,"Gref. digital map","Open mixed conifer forest with shady mesic rocky understory along perennial stream.","Common in crevices of vertical rock faces.","Native","Spores",,"{01F551A6-A8E1-42E8-8256-740D65BE71B2}",673976.99,5353359.99,"NAD83","OK","Natalya Antonova"
983,1.00,"NOCA","NOCA-00832","NOCA 32045","2006 North Cascades National Park Foray","Polypodiaceae","Polypodium hesperium","Polypodium","hesperium","Maxon",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 2",,"Steve Hahn","06-",317.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Shaded overhangs on cliffs; cool temperatures; most hanging from the roof.","Native","Spores",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
984,2.00,"WTU","NOCA-00832","NOCA 32046","2006 North Cascades National Park Foray","Polypodiaceae","Polypodium hesperium","Polypodium","hesperium","Maxon",,,,,,,"Ben Legler",24.00,"Oct",2006.00,"FNA vol. 2",,"Steve Hahn","06-",317.00,,,29.00,"Jul",2006.00,"USA","Washington","Chelan","North Cascades National Park.  South side of Stiletto Peak, northeast of Stiletto Lake, along the bottom of cliff bands, just above a large talus slope, about 250 feet above the lake.  On the border of Okanogan National Forest and North Cascades National Park.",7050.00,,2149.00,,48.00,28.00,59.84,120.00,39.00,13.20,,,"Calc. from UTM",10.00,673379.00,5372677.00,"NAD 83",,"GPS reading","Mixed talus, scree, and bedrock.  Plants are relegated to cracks in bedrock or on the uphill side of stable talus.  Soils are very shallow and rocky.  Very exposed and harsh site - alpine!  Aspect: 2328; slope: 30-368.","Shaded overhangs on cliffs; cool temperatures; most hanging from the roof.","Native","Spores",,"{D4A7DAF7-11BB-4923-AD51-628B1F69EE34}",673379.00,5372677.00,"NAD83","OK","Natalya Antonova"
