"Replicate.","Destination Herbarium","NPS Accession Number","NPS Catalog Number","WTU Database ID","WTU Accession Number","Family","Scientific Name","Genus","Species","Author","Subspecific Rank","Subspecific taxon","Subspecific Author","Determiner","Determination Day","Determination Month","Determination Year","Determination Source","Determination Notes","Collector Name","Collector Number Prefix","Collector Number","Collector Number Suffix","Associated Collector","Collection Day","Collection Month","Collection Year","Country","State","County","Locality","Elevation (ft)","Elevation (m)","Dec Latitude","W or E","Dec Longitude","N or S","Source","Lat-Long Datum","UTM Zone","Easting","Northing","Source_UTM","Site description","Specimen Details","Origin","Phenology","GISlocID","Final_UTME","Final_UTMN","FinalUTM_Datum","Coord_checked","Coord_checked_by"
3.00,"UBC","NOCA-00840",18208.00,164019.00,,"Ranunculaceae","Ranunculus eschscholtzii var. eschscholtzii","Ranunculus","eschscholtzii","Schlecht.","var.","eschscholtzii",,"David Giblin",31.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","03",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Copper Ridge, 1/4 mile east of the point where the trail from Boundary Camp reaches the ridge. ",5482.00,1661.00,48.89,"W",-121.49,"N","GPS reading","NAD 83",10.00,610143.00,5416988.85,"Conversion algorithm","Late snow melt scree slope. Full sun. Aspect; 318 degrees. Slope; 21 degrees.","Locally common.","Native","Flowering","{E62B0F90-40AF-4284-A5E9-4C5E73FC1791}",610143.25,5416988.78,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18209.00,164020.00,,"Hydrophyllaceae","Romanzoffia sitchensis","Romanzoffia","sitchensis","Bong.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","04",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Uncommon, delicate plant. Full shade, wet soil.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18210.00,164020.00,,"Hydrophyllaceae","Romanzoffia sitchensis","Romanzoffia","sitchensis","Bong.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","04",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Uncommon, delicate plant. Full shade, wet soil.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18211.00,164021.00,,"Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","05",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Common on top of cliffs.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18212.00,164021.00,,"Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","05",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Common on top of cliffs.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18213.00,164021.00,,"Ericaceae","Phyllodoce glanduliflora","Phyllodoce","glanduliflora","(Hook.) Cov.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","05",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Common on top of cliffs.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18214.00,164022.00,,"Ericaceae","Cassiope mertensiana","Cassiope","mertensiana","(Bong.) G. Don",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","06",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Common on top of cliffs, large amounts of flowers.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18215.00,164022.00,,"Ericaceae","Cassiope mertensiana","Cassiope","mertensiana","(Bong.) G. Don",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","06",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Common on top of cliffs, large amounts of flowers.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18216.00,164022.00,,"Ericaceae","Cassiope mertensiana","Cassiope","mertensiana","(Bong.) G. Don",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","06",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Common on top of cliffs, large amounts of flowers.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18217.00,164023.00,,"Saxifragaceae","Saxifraga mertensiana","Saxifraga","mertensiana","Bong.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","07",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Rare. Full shade, wet soil.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18218.00,164023.00,,"Saxifragaceae","Saxifraga mertensiana","Saxifraga","mertensiana","Bong.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","07",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Rare. Full shade, wet soil.","Native","Flowering & Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18219.00,164024.00,,"Saxifragaceae","Saxifraga lyallii","Saxifraga","lyallii","Engl.",,,,"David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","08",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Rare. Full shade, wet soil.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18220.00,164025.00,,"Cyperaceae","Carex pyrenaica","Carex","pyrenaica","Wahl.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","09",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Uncommon on small ledges. Dry, cespitose.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18221.00,164025.00,,"Cyperaceae","Carex pyrenaica","Carex","pyrenaica","Wahl.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","09",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Uncommon on small ledges. Dry, cespitose.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18222.00,164026.00,,"Cyperaceae","Carex pyrenaica","Carex","pyrenaica","Wahl.",,,,"David Giblin",31.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","10",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.",,"Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18223.00,164027.00,,"Juncaceae","Luzula spicata","Luzula","spicata","(L.) DC.",,,,"David Giblin",31.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","11",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Rare. Full shade, damp soil.","Native","Fruiting","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18224.00,164028.00,,"Asteraceae","Antennaria alpina","Antennaria","alpina","(L.) Gaertn.",,,,"David Giblin",30.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","12",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Uncommon on drier ledges.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18225.00,164029.00,,"Asteraceae","Erigeron aureus","Erigeron","aureus","Greene",,,,"David Giblin",31.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","13",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Scattered but common. Large clusters of plants with few flowers on rock.","Native","Flowering","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18226.00,164030.00,,"Poaceae","Poa secunda ssp. secunda","Poa","secunda","Presl.","ssp.","secunda",,"David Giblin",31.00,"Aug",2007.00,"FNA",,"Steve Hahn","07-","14",,,4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Peak 6301. From Hannegan Peak travel east along ridge south of the headwaters of Middle Fork Silesia Creek to the first peak with an elevation of 6301 feet.",6286.00,1916.00,48.90,"W",-121.50,"N","GPS reading","NAD 83",10.00,609467.69,5417774.34,"Conversion algorithm","North facing, near vertical cliffs with small ledger of vegetation and wet seeps interspersed.  Slope 75-90 degrees. Aspect; 328 degrees.","Caespitose, drooping branches. Inflorescence may be immature. Uncommon.","Native","Fertile","{DC6950F9-4536-4A0B-A2BB-68DDFB7E04BC}",609467.94,5417773.89,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18227.00,164031.00,,"Fumariaceae","Dicentra formosa","Dicentra","formosa","(Andr.) Walp.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","15",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Scattered; lavender-pink flowers.","Native","Flowering & Fruiting","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18228.00,164031.00,,"Fumariaceae","Dicentra formosa","Dicentra","formosa","(Andr.) Walp.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","15",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Scattered; lavender-pink flowers.","Native","Flowering & Fruiting","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18229.00,164031.00,,"Fumariaceae","Dicentra formosa","Dicentra","formosa","(Andr.) Walp.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","15",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Scattered; lavender-pink flowers.","Native","Flowering & Fruiting","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18230.00,164032.00,,"Saxifragaceae","Tiarella trifoliata var. unifoliata","Tiarella","trifoliata","L.","var.","unifoliata","(Hook.) Kurtz.","David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","16",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Common in shade. Flowers white.","Native","Flowering & Fruiting","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18231.00,164032.00,,"Saxifragaceae","Tiarella trifoliata var. unifoliata","Tiarella","trifoliata","L.","var.","unifoliata","(Hook.) Kurtz.","David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","16",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Common in shade. Flowers white.","Native","Flowering & Fruiting","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18232.00,164032.00,,"Saxifragaceae","Tiarella trifoliata var. unifoliata","Tiarella","trifoliata","L.","var.","unifoliata","(Hook.) Kurtz.","David Giblin",30.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","16",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Common in shade. Flowers white.","Native","Flowering & Fruiting","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18233.00,164033.00,,"Saxifragaceae","Heuchera glabra","Heuchera","glabra","Willd.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","17",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Anthers yellow. Uncommon. Partial sun.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18234.00,164033.00,,"Saxifragaceae","Heuchera glabra","Heuchera","glabra","Willd.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","17",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Anthers yellow. Uncommon. Partial sun.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18235.00,164033.00,,"Saxifragaceae","Heuchera glabra","Heuchera","glabra","Willd.",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","17",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Anthers yellow. Uncommon. Partial sun.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18236.00,164034.00,,"Cyperaceae","Carex mertensii","Carex","mertensii","Prescott",,,,"Steve Hahn",,"Aug",2007.00,"FNA",,"Steve Hahn","07-","18",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Growing in 6-12 inch clumps, heads drooping. Partial sun.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
2.00,"WTU","NOCA-00840",18237.00,164034.00,,"Cyperaceae","Carex mertensii","Carex","mertensii","Prescott",,,,"Steve Hahn",,"Aug",2007.00,"FNA",,"Steve Hahn","07-","18",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Growing in 6-12 inch clumps, heads drooping. Partial sun.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
3.00,"UBC","NOCA-00840",18238.00,164034.00,,"Cyperaceae","Carex mertensii","Carex","mertensii","Prescott",,,,"Steve Hahn",,"Aug",2007.00,"FNA",,"Steve Hahn","07-","18",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Growing in 6-12 inch clumps, heads drooping. Partial sun.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
1.00,"NOCA","NOCA-00840",18239.00,164035.00,,"Scrophulariaceae","Mimulus lewisii","Mimulus","lewisii","Pursh",,,,"David Giblin",31.00,"Aug",2007.00,"H&C",,"Steve Hahn","07-","19",,"Megan A. Jensen",4.00,"Aug",2007.00,"USA","Washington","Whatcom","North Cascades National Park. Lower Copper Ridge Trail. About 1/2 mile from Boundary Camp.",6184.00,1885.00,48.89,"W",-121.51,"N","GPS reading","NAD 83",10.00,608612.88,5416434.24,"Conversion algorithm","Forested avalanche shuttle. Dominant trees Western Hemlock and Silver Fir. Aspect; 145 degrees. Slope; 40 degrees.","Growing in a seep. Rhizomatous, yellow throat. Uncommon.","Native","Flowering","{0ACDBB53-BCF1-4B2A-B007-CA6D90B6CEF7}",608612.88,5416434.24,"NAD83","OK","Natalya Antonova"
