Replicate#	Destination Herbarium	NPS Accession Number	NPS Catalog Number	WTU Database ID	WTU Accession Number	Family	Scientific Name	Genus	Species	Author	Subspecific Rank	Subspecific taxon	Subspecific Author	Determiner	Determination Day	Determination Month	Determination Year	Determination Source	Collector Name	Collector Number Prefix	Collector Number	Collector Number Suffix	Associated Collector	Collection Day	Collection Month	Collection Year	Country	State	County	Locality	Elevation (ft.)	Elevation (m)	Dec. Latitude	N or S	Decimal Long.	W or E	Lat-Long Datum	Accuracy (m)	UTM Zone	Easting	Northing	Datum	UTM Source	Site description	Specimen Details	Origin	Phenology	
1	MORA	MORA-523	17445	164327		Cyperaceae	Carex nardina	Carex	nardina	Fries				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	04		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Common in meadow.	Native	Fruiting	
2	WTU	MORA-523	17446	164327		Cyperaceae	Carex nardina	Carex	nardina	Fries				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	04		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Common in meadow.	Native	Fruiting	
3	UBC	MORA-523	17447	164327		Cyperaceae	Carex nardina	Carex	nardina	Fries				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	04		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Common in meadow.	Native	Fruiting	
1	MORA	MORA-523	17448	164328		Caryophyllaceae	Minuartia rubella	Minuartia	rubella	(Wahlenb.) Hiern.				David Giblin	17	Aug	2007	FNA	Richard Ramsden	07-	19		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of rock face.	Native	Flowering	
2	WTU	MORA-523	17449	164328		Caryophyllaceae	Minuartia rubella	Minuartia	rubella	(Wahlenb.) Hiern.				David Giblin	17	Aug	2007	FNA	Richard Ramsden	07-	19		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of rock face.	Native	Flowering	
3	UBC	MORA-523	17450	164328		Caryophyllaceae	Minuartia rubella	Minuartia	rubella	(Wahlenb.) Hiern.				David Giblin	17	Aug	2007	FNA	Richard Ramsden	07-	19		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered at base of rock face.	Native	Flowering	
1	MORA	MORA-523	17451	164329		Caryophyllaceae	Silene parryi	Silene	parryi	(Wats.) Hitchc. & Mag.				David Giblin	17	Sep	2007	FNA	Richard Ramsden	07-	21		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in areas of soil in talus slope. Petals with three lobes and two appendages with mostly entire margins.	Native	Flowering	
2	WTU	MORA-523	17452	164329		Caryophyllaceae	Silene parryi	Silene	parryi	(Wats.) Hitchc. & Mag.				David Giblin	17	Sep	2007	FNA	Richard Ramsden	07-	21		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in areas of soil in talus slope. Petals with three lobes and two appendages with mostly entire margins.	Native	Flowering	
1	MORA	MORA-523	17453	164330		Brassicaceae	Arabis furcata var. furcata	Arabis	furcata	Wats.	var.	furcata		David Giblin	23	Sep	2007	"Rollins, 1993"	Richard Ramsden	07-	23		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in rocky soil at top of talus slope.	Native	Fruiting	
2	WTU	MORA-523	17454	164330		Brassicaceae	Arabis furcata var. furcata	Arabis	furcata	Wats.	var.	furcata		David Giblin	23	Sep	2007	"Rollins, 1993"	Richard Ramsden	07-	23		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in rocky soil at top of talus slope.	Native	Fruiting	
3	UBC	MORA-523	17455	164330		Brassicaceae	Arabis furcata var. furcata	Arabis	furcata	Wats.	var.	furcata		David Giblin	23	Sep	2007	"Rollins, 1993"	Richard Ramsden	07-	23		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Common in rocky soil at top of talus slope.	Native	Fruiting	
1	MORA	MORA-523	17456	164331		Brassicaceae	Arabis drummondii	Arabis	drummondii	Gray				David Giblin	23	Sep	2007	H&C	Richard Ramsden	07-	24		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in rock.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17457	164331		Brassicaceae	Arabis drummondii	Arabis	drummondii	Gray				David Giblin	23	Sep	2007	H&C	Richard Ramsden	07-	24		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in rock.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17458	164331		Brassicaceae	Arabis drummondii	Arabis	drummondii	Gray				David Giblin	23	Sep	2007	H&C	Richard Ramsden	07-	24		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in rock.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17459	164332		Asteraceae	Erigeron compositus	Erigeron	compositus	Pursh				David Giblin	16	Sep	2007	FNA	Richard Ramsden	07-	25		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Scattered in rock face.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17460	164333		Brassicaceae	Arabis lyallii var. lyallii	Arabis	lyallii	Wats.	var.	lyallii		David Giblin	23	Sep	2007	Ill. Fl. of B.C.	Richard Ramsden	07-	26		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Uncommon in rocky soil at top of talus slope.	Native	Fruiting	
1	MORA	MORA-523	17461	164334		Cyperaceae	Carex pyrenaica	Carex	pyrenaica	Wahl.				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	27		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Uncommon in thin rocky soil areas of talus slope.	Native	Flowering & Fruiting	
2	WTU	MORA-523	17462	164334		Cyperaceae	Carex pyrenaica	Carex	pyrenaica	Wahl.				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	27		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Uncommon in thin rocky soil areas of talus slope.	Native	Flowering & Fruiting	
3	UBC	MORA-523	17463	164334		Cyperaceae	Carex pyrenaica	Carex	pyrenaica	Wahl.				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	27		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Uncommon in thin rocky soil areas of talus slope.	Native	Flowering & Fruiting	
1	MORA	MORA-523	17464	164335		Juncaceae	Juncus parryi	Juncus	parryi	Engelm.				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	28		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Common in meadow area.	Native	Fruiting	
2	WTU	MORA-523	17465	164335		Juncaceae	Juncus parryi	Juncus	parryi	Engelm.				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	28		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Common in meadow area.	Native	Fruiting	
3	UBC	MORA-523	17466	164335		Juncaceae	Juncus parryi	Juncus	parryi	Engelm.				David Giblin	23	Sep	2007	FNA	Richard Ramsden	07-	28		"Dan Paquette, David Giblin, Megan A. Jensen, Vicky Weafer"	13	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Crystal Lakes area, just inside Park boundary, about 0.75 kilometer west from junction with Pacific Crest Trail."	6271	1912	46.90381	N	-121.50206	W	WGS 84	8	10	614085	5195564	WGS 84	Conversion algorithm	"Southwest facing subalpine meadow dominated by Lupinus latifolius, and adjacent steep talus slope and rock cliffs."	Cespitose. Common in meadow area.	Native	Fruiting	
1	MORA	MORA-523	17467	164336		Salicaceae	Salix nivalis	Salix	nivalis	Hook.				David Giblin	23	Sep	2007	Ill. Fl. of B.C.	Judy Runge	07-	03		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Growing on rocks along trail in talus slope.	Native	Fruiting	
2	WTU	MORA-523	17468	164336		Salicaceae	Salix nivalis	Salix	nivalis	Hook.				David Giblin	23	Sep	2007	Ill. Fl. of B.C.	Judy Runge	07-	03		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Trail near Fremont Mountain.	7117	2169	46.92623	N	-121.67408	W	NAD 83		10	600942	5197820	WGS 84	Conversion algorithm	"Aspect: Northwest. Sparsely vegetated, steep talus slope."	Growing on rocks along trail in talus slope.	Native	Fruiting	
1	MORA	MORA-523	17469	164337		Brassicaceae	Arabis drummondii	Arabis	drummondii	Gray				David Giblin	23	Sep	2007	"Rollins, 1993"	Judy Runge	07-	09		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Uncommon in rocky outcropping. Corollas purple pink.	Native	Fruiting	
2	WTU	MORA-523	17470	164337		Brassicaceae	Arabis drummondii	Arabis	drummondii	Gray				David Giblin	23	Sep	2007	"Rollins, 1993"	Judy Runge	07-	09		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Uncommon in rocky outcropping. Corollas purple pink.	Native	Fruiting	
3	UBC	MORA-523	17471	164337		Brassicaceae	Arabis drummondii	Arabis	drummondii	Gray				David Giblin	23	Sep	2007	"Rollins, 1993"	Judy Runge	07-	09		"Dan Paquette, Megan A. Jensen, Richard Ramsden"	14	Aug	2007	USA	Washington	Pierce	"Mount Rainier National Park. Fremont Lookout Trail, about 1 kilometer north of junction with Wonderland Trail near Frozen Lake."	7060	2152	46.92390	N	-121.67318	W	NAD 83		10	601015	5197562	WGS 84	Conversion algorithm	Vegetated talus and pumice; kinnikinnik and heather common.	Uncommon in rocky outcropping. Corollas purple pink.	Native	Fruiting	
1	MORA	MORA-523	17472	164338		Asteraceae	Nothocalais alpestris	Nothocalais	alpestris	(Gray) Chambers				David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	04		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Taprooted; glabrous. Uncommon in rocky outcropping.	Native	Flowering	
2	WTU	MORA-523	17473	164338		Asteraceae	Nothocalais alpestris	Nothocalais	alpestris	(Gray) Chambers				David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	04		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Taprooted; glabrous. Uncommon in rocky outcropping.	Native	Flowering	
3	UBC	MORA-523	17474	164338		Asteraceae	Nothocalais alpestris	Nothocalais	alpestris	(Gray) Chambers				David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	04		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Taprooted; glabrous. Uncommon in rocky outcropping.	Native	Flowering	
1	MORA	MORA-523	17475	164339		Brassicaceae	Arabis lyallii var. lyallii	Arabis	lyallii	Wats.	var.	lyallii		David Giblin	23	Sep	2007	"Rollins, 1993"	Jessica Waite	07-	07		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Uncommon on rocky outcropping.	Native	Fruiting	
2	WTU	MORA-523	17476	164339		Brassicaceae	Arabis lyallii var. lyallii	Arabis	lyallii	Wats.	var.	lyallii		David Giblin	23	Sep	2007	"Rollins, 1993"	Jessica Waite	07-	07		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Uncommon on rocky outcropping.	Native	Fruiting	
3	UBC	MORA-523	17477	164339		Brassicaceae	Arabis lyallii var. lyallii	Arabis	lyallii	Wats.	var.	lyallii		David Giblin	23	Sep	2007	"Rollins, 1993"	Jessica Waite	07-	07		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Uncommon on rocky outcropping.	Native	Fruiting	
1	MORA	MORA-523	17478	164340		Salicaceae	Salix barclayi	Salix	barclayi	Anderrs.				David Giblin	23	Sep	2007	Ill. Fl. of B.C.	Jessica Waite	07-	08		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Fruits not dehiscing. Growing along streambank. To 40 centimeters tall.	Native	Fruiting	
2	WTU	MORA-523	17479	164340		Salicaceae	Salix barclayi	Salix	barclayi	Anderrs.				David Giblin	23	Sep	2007	Ill. Fl. of B.C.	Jessica Waite	07-	08		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Fruits not dehiscing. Growing along streambank. To 40 centimeters tall.	Native	Fruiting	
3	UBC	MORA-523	17480	164340		Salicaceae	Salix barclayi	Salix	barclayi	Anderrs.				David Giblin	23	Sep	2007	Ill. Fl. of B.C.	Jessica Waite	07-	08		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Fruits not dehiscing. Growing along streambank. To 40 centimeters tall.	Native	Fruiting	
1	MORA	MORA-523	17481	164341		Juncaceae	Juncus mertensianus	Juncus	mertensianus	Bong.				David Giblin	23	Sep	2007	FNA	Jessica Waite	07-	10		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in stream and along bank. Heads terminal and capitate.	Native	Flowering	
2	WTU	MORA-523	17482	164341		Juncaceae	Juncus mertensianus	Juncus	mertensianus	Bong.				David Giblin	23	Sep	2007	FNA	Jessica Waite	07-	10		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in stream and along bank. Heads terminal and capitate.	Native	Flowering	
3	UBC	MORA-523	17483	164341		Juncaceae	Juncus mertensianus	Juncus	mertensianus	Bong.				David Giblin	23	Sep	2007	FNA	Jessica Waite	07-	10		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Common in stream and along bank. Heads terminal and capitate.	Native	Flowering	
1	MORA	MORA-523	17484	164342		Asteraceae	Agoseris glauca var. dasycephala	Agoseris	glauca	(Pursh) Raf.	var.	dasycephala	(T. & G.) Jeps.	David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	11		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Uncommon in dry area of upper basin.	Native	Flowering	
2	WTU	MORA-523	17485	164342		Asteraceae	Agoseris glauca var. dasycephala	Agoseris	glauca	(Pursh) Raf.	var.	dasycephala	(T. & G.) Jeps.	David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	11		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Uncommon in dry area of upper basin.	Native	Flowering	
3	UBC	MORA-523	17486	164342		Asteraceae	Agoseris glauca var. dasycephala	Agoseris	glauca	(Pursh) Raf.	var.	dasycephala	(T. & G.) Jeps.	David Giblin	16	Sep	2007	FNA	Jessica Waite	07-	11		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Uncommon in dry area of upper basin.	Native	Flowering	
1	MORA	MORA-523	17487	164343		Juncaceae	Juncus mertensianus	Juncus	mertensianus	Bong.				David Giblin	23	Sep	2007	FNA	Jessica Waite	07-	17		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Weakly rhizomatous. Common along stream.	Native	Fertile	
2	WTU	MORA-523	17488	164343		Juncaceae	Juncus mertensianus	Juncus	mertensianus	Bong.				David Giblin	23	Sep	2007	FNA	Jessica Waite	07-	17		"Vicky Weafer, David Giblin"	14	Aug	2007	USA	Washington	Pierce	Mount Rainier National Park. Huckleberry Basin.	6445	1965	49.92101	N	-121.65287	W	WGS 84	10	10	596701	5530718	WGS 84	Conversion algorithm	North-facing talus slope and adjacent basin floor. Carex spectabilis and Luetkea pectinata dominant.	Weakly rhizomatous. Common along stream.	Native	Fertile	
