"Cat .","Acc .","Family","Scientific Name","Common Name","Collector","Collect .","Coll Date","National Park Service","Ident By","Ident Date","Locality","Park Name","County","State","UTM Z/E/N","Elevation M","Habitat","Slope","Aspect","Substrate","Assoc Spec","Park Code","UTM_Y","UTM_X","Last_Edited","Who_Edited","Comment","ITIS_Name"
"SAJH  230499","SAJH-00081","Poaceae","Festuca roemeri (Pavlick) Alexeev","idahoe fescue","Steve Hahn","250",7/27/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp:  north of the redoubt road","San Juan Island National Historical Park","SAN JUAN","WA","10/499560/5367960",37,"Open prairie dominated by non native rhizomatous grasses. Full sunlight",10,329,"mineral soil","Agrostis capillaris/Holcus lanatus/Poa pratensis","SAJH",5367960,499560,,"",,"Festuca roemeri"
"SAJH  230500","SAJH-00081","Poaceae","Festuca rubra L.","red fescue","Teresa DeKoker","97",6/25/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp:  4th of July Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499643/5368340",8,"Wetland edge, adjacent to parking area, full sunlight",6,100,"mineral soil","Holcus lanatus/Ranunculus repens/Lolium perenne","SAJH",5368340,499643,,"",,"Festuca rubra"
"SAJH  230501","SAJH-00081","Poaceae","Festuca roemeri (Pavlick) Alexeev","Roemer's fescue","Teresa DeKoker","165",7/30/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp:  Prairie plot #87 (Redoubt)","San Juan Island National Historical Park","SAN JUAN","WA","10/498727/5367807",49,"Open prairie, full sunlight",1,360,"moss/mineral soil","Holcus lanatus/Carex sp./Hypochaeris radicata","SAJH",5367807,498727,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Festuca roemeri"
"SAJH  230502","SAJH-00081","Poaceae","Festuca roemeri (Pavlick) Alexeev","Roemer's fescue","Steve Hahn","28",5/23/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp:  Prairie plot #87 (Redoubt)","San Juan Island National Historical Park","SAN JUAN","WA","10/498727/5367807",30,"Prairie dominated by grasses, grows along the tree line in gravelly soil",0,0,"gravelly soil","Agrostis capillaris/Poa pratensis","SAJH",5367807,498727,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Festuca roemeri"
"SAJH  230503","SAJH-00081","Asteraceae","Senecio jacobaea L.","tansy ragwort","Steve Hahn","254",8/1/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp: South Beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499825/5367033",2,"Sparsley vegetated sand flats in a high use area, 10 meters above the high tide line, exposed in full sunlight",0,0,"sand","Ambrosia chamissonis/Leymus mollis","SAJH",5367033,499825,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Senecio jacobaea"
"SAJH  230504","SAJH-00081","Asteraceae","Leontodon taraxacoides ssp. taraxacoides (Vill.) Schinz & Thellung","hawkbit","Steve Hahn","116",6/8/2001 0:00:00,,"David Giblin",4/22/2002 0:00:00,"American Camp:  Along the bluff trail, one cove east of Grandma's Cove","San Juan Island National Historical Park","SAN JUAN","WA","10/498440/5367220",15,"Prairie on top of bluffs above the ocean, full sunlight",12,180,"mineral soil","Circium arvense/Holcus lanatus/Bromus sp.","SAJH",5367220,498440,,"",,"Leontodon taraxacoides ssp. taraxacoides"
"SAJH  230505","SAJH-00081","Poaceae","Agrostis capillaris L.","colonial bentgrass","Steve Hahn","252",7/31/2001 0:00:00,,"Steve Hahn",5/6/2002 0:00:00,"American Camp:  south of Cattle Point road","San Juan Island National Historical Park","SAN JUAN","WA","10/500940/5366986",41,"Prairie dominated by non native rhizomatous grasses.  Full sunlight",13,180,"mineral soil","Holcus lanatus/Rumex acetosella/Hypochaeris radicata","SAJH",5366986,500940,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Agrostis capillaris"
"SAJH  230506","SAJH-00081","Poaceae","Festuca idahoensis Elmer","idahoe fescue","Steve Hahn","437",7/27/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp:  north of the redoubt road","San Juan Island National Historical Park","SAN JUAN","WA","10/499560/5367960",37,"Open prairie dominated by non native rhizomatous grasses. Full sunlight",10,329,"mineral soil","Agrostis capillaris/Holcus lanatus/Poa pratensis","SAJH",5367960,499560,,"",,"Festuca idahoensis"
"SAJH  230507","SAJH-00081","Poaceae","Festuca rubra L.","red fescue","Teresa DeKoker","438",6/25/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"American Camp:  4th of July Beach parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/499643/5368340",8,"Wetland edge, adjacent to parking area, full sunlight",6,100,"mineral soil","Holcus lanatus/Ranunculus repens/Lolium perenne","SAJH",5368340,499643,,"",,"Festuca rubra"
"SAJH  230508","SAJH-00081","Poaceae","Festuca rubra L.","red fescue","Steve Hahn","439",7/25/2001 0:00:00,,"David Giblin",4/10/2002 0:00:00,"English Camp:  northwest of the Parade Grounds along the service road past the Archeology Camp","San Juan Island National Historical Park","SAN JUAN","WA","10/488977/5381855",12,"Vernally wet meadow, partial sunlight",0,0,"mineral soil","Dactylis glomerata/Agrostis capillaris/Rubus ursinus","SAJH",5381855,488977,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Festuca rubra"
"SAJH  230509","SAJH-00081","Primulaceae","Dodecatheon L. hendersonii Gray","Henderson's shooting star","Steve Hahn","515",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"English Camp:  the top of Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489900/5381300",192,"Concentrated in swales among bedrock outcrops and scattered clumps of Douglas fir and madrona, vernally moist",15,318,"mineral soil","Elymus glaucus/Festuca bromoides/Camassia quamash","SAJH",5381300,489900,,"",,"Dodecatheon hendersonii"
"SAJH  230510","SAJH-00081","Scrophulariaceae","Veronica americana Schwein.","American speedwell","Steve Hahn","517",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"English Camp:  next to the park entrance sign on the North side of West Valley road","San Juan Island National Historical Park","SAN JUAN","WA","10/489850/5382380",37,"Small drainage ditch alongside the mowed and disturbed roadside",1,298,"mineral soil","Geranium robertianum/Arrhenatherum elatius/Juncus effusus/Ranunculus repens","SAJH",5382380,489850,,"",,"Veronica americana"
"SAJH  230511","SAJH-00081","Geraniaceae","Geranium robertianum L.","herb Robert","Steve Hahn","516",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"English Camp:  along the mowed roadside next to the Park entrance sign at the North entrance","San Juan Island National Historical Park","SAN JUAN","WA","10/489850/5382380",37,"Disturbed and mowed roadside, growing in a small drainage ditch, partial sun",1,298,"mineral soil","Ranunculus repens/Juncus effusus/Veronica americana","SAJH",5382380,489850,,"",,"Geranium robertianum"
"SAJH  230512","SAJH-00081","Geraniaceae","Geranium robertianum L.","herb Robert","Steve Hahn","880",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"English Camp:  along the mowed roadside next to the Park entrance sign at the North entrance","San Juan Island National Historical Park","SAN JUAN","WA","10/489850/5382380",37,"Disturbed and mowed roadside, growing in a small drainage ditch, partial sun",1,298,"mineral soil","Ranunculus repens/Juncus effusus/Veronica americana","SAJH",5382380,489850,,"",,"Geranium robertianum"
"SAJH  230513","SAJH-00081","Saxifragaceae","Tellima grandiflora (Pursh) Dougl.","fringecup","Steve Hahn","523",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"American Camp:  Along the trail to Jakle's Lagoon, 50 meters into the forest toward the water","San Juan Island National Historical Park","SAN JUAN","WA","10/500400/5367800",17,"Coniferous forest dominated by Douglas fir and Pacific Madrone, lush carpet of moss and a thick layer of herbaceous plants",15,20,"mineral soil","Holodiscus discolor/Trientalis borealis/Polystichum munitum/Festuca subulata","SAJH",5367800,500400,,"",,"Tellima grandiflora"
"SAJH  230514","SAJH-00081","Asteraceae","Leontodon autumnalis L.","fall hawkbit","Steve Hahn","519",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"American Camp:  Sand dunes, just southwest of the large craetagus clump","San Juan Island National Historical Park","SAN JUAN","WA","10/500070/5367190",32,"Vegetated sand dunes, among cryptogamic soils and mosses",12,173,"mineral soil","Lupinus littoralis/Bromus sterilis/Aira praecox/Pteridium aqualinium","SAJH",5367190,500070,,"",,"Leontodon autumnalis"
"SAJH  230515","SAJH-00081","Primulaceae","Trientalis borealis ssp. latifolia (Hook.) Hulten","American starflower","Steve Hahn","881",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"American Camp:  Along the trail to Jakle's Lagoon, 50 meters into the forest toward the water","San Juan Island National Historical Park","SAN JUAN","WA","10/500400/5367800",17,"Coniferous forest dominated by Douglas fir and Pacific Madrone, lush carpet of moss and a thick layer of herbaceous plants",15,20,"mineral soil","Holodiscus discolor/Trientalis borealis/Polystichum munitum/Festuca subulata","SAJH",5367800,500400,,"",,"Trientalis borealis ssp. latifolia"
"SAJH  230516","SAJH-00081","Asteraceae","Achillea millefolium (L.) var. lanulosa","common yarrow","Steve Hahn","882",6/6/2002 0:00:00,,"Steve Hahn",6/6/2002 0:00:00,"American Camp:  meadows surrounding Old Towne Lagoon","San Juan Island National Historical Park","SAN JUAN","WA","10/500050/5368060",1,"Meadow dominated by non-native rhizomatous grasses-- interspersed with rose thickets",2,32,"mineral soil","Holcus lanatus/Rosa nutkana/Circium avrense/Lathyrus japonicus","SAJH",5368060,500050,,"",,"Achillea millefolium var. occidentalis"
"SAJH  230517","SAJH-00081","Caryophyllaceae","Cerastium arvense L.","field chickweed","Steve Hahn","898",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Fenced in meadow located in the middle of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498758/5367832",54,"Lush native meadow with deep soil, full sun",10,8,"mineral soil","Zygadenus venenosus/Camassia quamash/Ranunculus occidentalis","SAJH",5367832,498758,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cerastium arvense"
"SAJH  230518","SAJH-00081","Caryophyllaceae","Cerastium arvense L.","field chickweed","Steve Hahn","899",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Fenced in meadow located in the middle of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498758/5367832",54,"Lush native meadow with deep soil, full sun",10,8,"mineral soil","Zygadenus venenosus/Camassia quamash/Ranunculus occidentalis","SAJH",5367832,498758,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cerastium arvense"
"SAJH  230519","SAJH-00081","Poaceae","Poa bulbosa L.","annual bluegrass","Steve Hahn","896",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Redoubt parking lot edges","San Juan Island National Historical Park","SAN JUAN","WA","10/498744/5367826",55,"Compacted gravel on the edge of parking lot and adjacent trails, full sun",0,0,"mineral soil","Ranunculus occidentalis/Zygadenus venenosus/ Camassia quamash","SAJH",5367826,498744,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Poa bulbosa"
"SAJH  230520","SAJH-00081","Poaceae","Poa bulbosa L.","annual bluegrass","Steve Hahn","897",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Redoubt parking lot edges","San Juan Island National Historical Park","SAN JUAN","WA","10/498744/5367826",55,"Compacted gravel on the edge of parking lot and adjacent trails, full sun",0,0,"mineral soil","Ranunculus occidentalis/Zygadenus venenosus/ Camassia quamash","SAJH",5367826,498744,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Poa bulbosa"
"SAJH  230521","SAJH-00081","Liliaceae","Fritillaria lanceolata Pursh","chocolate lily","Steve Hahn","894",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Open prairie south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",55,"Open prairie with deep soil, dominated by native species, exposed ridgetop",10,4,"mineral soil","Zygadenus venenosus/Camassia quamash/ luzula multiflora","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Fritillaria affinis var. affinis"
"SAJH  230522","SAJH-00081","Liliaceae","Fritillaria lanceolata Pursh","chocolate lily","Steve Hahn","895",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Open prairie south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",55,"Open prairie with deep soil, dominated by native species, exposed ridgetop",10,4,"mineral soil","Zygadenus venenosus/Camassia quamash/ luzula multiflora","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Fritillaria affinis var. affinis"
"SAJH  230523","SAJH-00081","Liliaceae","Camassia quamash (Pursh) Greene var. maxima (Gould) Hitchc.","purple camas","Steve Hahn","892",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Open prairie south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",55,"Open prairie with deep soil dominated by native species, exposed ridgetop",10,4,"mineral soil","Ranunculus occidentalis/Zygadenus venenosus/ Luzula multiflora","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Camassia quamash ssp. maxima"
"SAJH  230524","SAJH-00081","Liliaceae","Camassia quamash (Pursh) Greene var. maxima (Gould) Hitchc.","purple camas","Steve Hahn","893",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Open prairie south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",55,"Open prairie with deep soil, dominated by native species, exposed ridgetop",10,4,"mineral soil","Ranunculus occidentalis/Zygadenus venenosus/ Luzula multiflora","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Camassia quamash ssp. maxima"
"SAJH  230525","SAJH-00081","Ranunculaceae","Ranunculus occidentalis Nutt. var. occidentalis","western buttercup","Steve Hahn","890",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Open prairie south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",55,"Open prairie dominated by native species, full sun",10,4,"mineral soil","Camassia quamash/Luzula multiflora/Festuca sp./Zygadenus venenosus","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Ranunculus occidentalis var. occidentalis"
"SAJH  230526","SAJH-00081","Ranunculaceae","Ranunculus occidentalis Nutt. var. occidentalis","western buttercup","Steve Hahn","891",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Open prairie south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",55,"Open prairie dominated by native species, full sun",10,4,"mineral soil","Camassia quamash/Luzula multiflora/Festuca sp./Zygadenus venenosus","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Ranunculus occidentalis var. occidentalis"
"SAJH  230527","SAJH-00081","Apiaceae","Lomatium utriculatum (Nutt.) Coult. & Rose","spring Gold","Steve Hahn","900",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Approximately 70 meters northeast of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498868/5367856",50,"Open prairie dominated by non-native grasses, full sun",6,34,"mineral soil","Camassia quamash/Elymus glaucus/Poa pratensis/Cerastium arvense","SAJH",5367856,498868,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Lomatium utriculatum"
"SAJH  230528","SAJH-00081","Apiaceae","Lomatium utriculatum (Nutt.) Coult. & Rose","spring Gold","Steve Hahn","901",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  Approximately 70 meters northeast of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498868/5367856",50,"Open prairie dominated by non-native grasses, full sun",6,34,"mineral soil","Camassia quamash/Elymus glaucus/Poa pratensis/Cerastium arvense","SAJH",5367856,498868,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Lomatium utriculatum"
"SAJH  230529","SAJH-00081","Brassicaceae","Cardamine pensylvanica Muhl.","Pensylvania bittercress","Steve Hahn","902",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  70 meters northeast of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498872/5367885",50,"Small swale among an open prairie, full sun",6,8,"mineral soil","Lomatium utriculatum/Poa pratensis/Vicia sp./Agrostis capillaris","SAJH",5367885,498872,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cardamine pensylvanica"
"SAJH  230530","SAJH-00081","Brassicaceae","Cardamine pensylvanica Muhl.","Pensylvania bittercress","Steve Hahn","903",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  70 meters northeast of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498872/5367885",50,"Small swale among an open prairie, full sun",6,8,"mineral soil","Lomatium utriculatum/Poa pratensis/Vicia sp./Agrostis capillaris","SAJH",5367885,498872,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Cardamine pensylvanica"
"SAJH  230531","SAJH-00081","Caryophyllaceae","Stellaria media (L.) Cyrill. ","chickweed","Steve Hahn","904",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  100 meters northwest of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498872/5367885",49,"Prairie dominated by non-native grasses in a thick rhizomatous thatch, full sun",6,8,"mineral soil","Holcus lanatus/Poa pratensis/Agrostis capillaris/Claytonia perfoliata","SAJH",5367885,498872,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Stellaria media"
"SAJH  230532","SAJH-00081","Caryophyllaceae","Stellaria media (L.) Cyrill. ","chickweed","Steve Hahn","905",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  100 meters northwest of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498872/5367885",49,"Prairie dominated by non-native grasses in a thick rhizomatous thatch, full sun",6,8,"mineral soil","Holcus lanatus/Poa pratensis/Agrostis capillaris/Claytonia perfoliata","SAJH",5367885,498872,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Stellaria media"
"SAJH  230533","SAJH-00081","Ranunculaceae","Ranunculus californicus Benth.","California buttercup","Steve Hahn","906",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  10 meters south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",56,"Lush semi-native prairie, full exposure to sun and wind",2,4,"mineral soil","Zygadenus venenosus/Luzula multiflora/Camassia quamash/Festuca sp.","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Ranunculus californicus"
"SAJH  230534","SAJH-00081","Ranunculaceae","Ranunculus californicus Benth.","California buttercup","Steve Hahn","907",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  10 meters south of the Redoubt parking lot","San Juan Island National Historical Park","SAN JUAN","WA","10/498737/5367822",56,"Lush semi-native prairie, full exposure to sun and wind",2,4,"mineral soil","Zygadenus venenosus/Luzula multiflora/Camassia quamash/Festuca sp.","SAJH",5367822,498737,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Ranunculus californicus"
"SAJH  230535","SAJH-00081","Liliaceae","Camassia leichtlinii (Baker) Wats. var. suksdorfii (Greenm.) Hitchc.","great camas","Steve Hahn","908",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  About 1/4 mile west of the western end of the South beach parking lot, on bluffs above ocean","San Juan Island National Historical Park","SAN JUAN","WA","10/499140/5367098",12,"Occurs in concave swales among bedrock exposures on bluffs above the ocean, Population accounts for 98% of the total cover, with 85% vegetative and 13% flowering",12,213,"mineral soil","Vicia sativa/Agrosits capillaris/Vicia tetrasperma/Hypochaeris radicata","SAJH",5367098,499140,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Camassia leichtlinii ssp. suksdorfii"
"SAJH  230536","SAJH-00081","Portulacaceae","Claytonia rubra (Howell) Tidestrom ssp. rubra","red montia","Steve Hahn","909",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  1/4 mile west of South Beach, on bluffs above beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499081/5367035",5,"Growing on top of bluffs in sparsley vegetated rocky soil, in-between bedrock formations, full sun",5,221,"rocky/mineral soil","Grindelia integrifolia/Distichlis spicata/Allium acuminatum","SAJH",5367035,499081,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Claytonia rubra ssp. rubra"
"SAJH  230537","SAJH-00081","Portulacaceae","Claytonia rubra (Howell) Tidestrom ssp. rubra","red montia","Steve Hahn","910",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  1/4 mile west of South Beach, on bluffs above beach","San Juan Island National Historical Park","SAN JUAN","WA","10/499081/5367035",5,"Growing on top of bluffs in sparsley vegetated rocky soil, in-between bedrock formations, full sun",5,221,"rocky/mineral soil","Grindelia integrifolia/Distichlis spicata/Allium acuminatum","SAJH",5367035,499081,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Claytonia rubra ssp. rubra"
"SAJH  230538","SAJH-00081","Brassicaceae","Brassica campestris L.","field mustard","Steve Hahn","911",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  West end of South Beach, adjacent to the last parking area","San Juan Island National Historical Park","SAN JUAN","WA","10/499470/5367114",2,"Open prairie and damp swales, scattered-patchy, full sun, flowers in April",2,182,"mineral soil","Urtica dioica/Dactylis glomerata/Symphoricarpos albus/Montia perfoliata","SAJH",5367114,499470,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Brassica rapa var. rapa"
"SAJH  230539","SAJH-00081","Brassicaceae","Brassica campestris L.","field mustard","Steve Hahn","912",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"American Camp:  West end of South Beach, adjacent to the last parking area","San Juan Island National Historical Park","SAN JUAN","WA","10/499470/5367114",2,"Open prairie and damp swales, scattered-patchy, full sun, flowers in April",2,182,"mineral soil","Urtica dioica/Dactylis glomerata/Symphoricarpos albus/Montia perfoliata","SAJH",5367114,499470,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Brassica rapa var. rapa"
"SAJH  230540","SAJH-00081","Liliaceae","Erythronium oregonum Applegate","white fawn-lily","Steve Hahn","913",4/24/2003 0:00:00,,"Steve Hahn",4/24/2003 0:00:00,"English Camp:  Uphill side of the trail to Young Hill, about 300 meters past the Cemetary","San Juan Island National Historical Park","SAN JUAN","WA","10/489677/5381475",146,"Closed canopy coniferous forest with an understory of large rocky outcrops covered in thick layers of moss",40,284,"mineral soil","Pseudotsuga menziesii/Arbutus menziesii/Symphoricarpos albus","SAJH",5381475,489677,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Erythronium oregonum"
"SAJH  230541","SAJH-00081","Saxifragaceae","Saxifraga integrifolia Hook. var. integrifolia","prairie saxifrage","Steve Hahn","914",4/25/2003 0:00:00,,"Steve Hahn",4/25/2003 0:00:00,"English Camp:  100 meters down the trail from the top of Young Hill, close to the ""Islands Overlook"" kiosk","San Juan Island National Historical Park","SAN JUAN","WA","10/489729/5381287",166,"Open rocky bluff with swales of thick native grass, concentrated in the shade of adjacent shrubs and trees",1,268,"mineral soil","Elymus glaucus/Holodiscus discolor/Sanicula crassicaulis/Galium triflorum/Vicia","SAJH",5381287,489729,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort. Not accepted in ITIS but is in Washington Flora","Saxifraga integrifolia var. integrifolia"
"SAJH  230542","SAJH-00081","Fabaceae","Trifolium tridentatum Lindl.","tomcat clover","Steve Hahn","915",4/25/2003 0:00:00,,"Steve Hahn",4/25/2003 0:00:00,"English Camp:  50 vertical feet from the summit of Young Hill on west facing slope","San Juan Island National Historical Park","SAN JUAN","WA","10/489760/5381079",178,"Open meadow with a matrix of bedrock and rocky compacted soils, full sun",45,227,"mineral soil","Lupinus bicolor/Poa pratensis/Hypochaeris radicata/Arrhenatherum elatius","SAJH",5381079,489760,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Trifolium willdenowii"
"SAJH  230543","SAJH-00081","Scrophulariaceae","Orthocarpus attenuatus Gray","narrow-leaved owl-clover","Steve Hahn","916",4/25/2003 0:00:00,,"Steve Hahn",4/25/2003 0:00:00,"English Camp:  50 vertical feet from the summit of Young Hill on west facing slope","San Juan Island National Historical Park","SAN JUAN","WA","10/489760/5381079",178,"Open meadow with a matrix of bedrock and rocky compacted soils, full sun, scattered patchy",45,227,"mineral soil","Lupinus bicolor/Poa pratensis/Hypochaeris radicata/Arrhenatherum elatius","SAJH",5381079,489760,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Castilleja attenuata"
"SAJH  230544","SAJH-00081","Scrophulariaceae","Orthocarpus attenuatus Gray","narrow-leaved owl-clover","Steve Hahn","919",4/25/2003 0:00:00,,"Steve Hahn",4/25/2003 0:00:00,"English Camp:  50 vertical feet from the summit of Young Hill on west facing slope","San Juan Island National Historical Park","SAN JUAN","WA","10/489760/5381079",178,"Open meadow with a matrix of bedrock and rocky compacted soils, full sun, scattered patchy",45,227,"mineral soil","Lupinus bicolor/Poa pratensis/Hypochaeris radicata/Arrhenatherum elatius","SAJH",5381079,489760,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Castilleja attenuata"
"SAJH  230545","SAJH-00081","Primulaceae","Dodecatheon L. hendersonii Gray","Henderson's shooting star","Steve Hahn","917",4/25/2003 0:00:00,,"Steve Hahn",4/25/2003 0:00:00,"English Camp:  The summit of Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489820/5381232",180,"Ridgetop meadow composed of a matrix of moist swales and bedrock outcrops",2,306,"mineral soil","Camassia quamash/Galium aparine/Pseudotsuga menziesii/Poa pratensis","SAJH",5381232,489820,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Dodecatheon hendersonii"
"SAJH  230546","SAJH-00081","Primulaceae","Dodecatheon L. hendersonii Gray","Henderson's shooting star","Steve Hahn","918",4/25/2003 0:00:00,,"Steve Hahn",4/25/2003 0:00:00,"English Camp:  The summit of Young Hill","San Juan Island National Historical Park","SAN JUAN","WA","10/489820/5381232",180,"Ridgetop meadow composed of a matrix of moist swales and bedrock outcrops",2,306,"mineral soil","Camassia quamash/Galium aparine/Pseudotsuga menziesii/Poa pratensis","SAJH",5381232,489820,9/8/2008 0:00:00,"Lise Grace","Edited coordinate per G. Rochefort","Dodecatheon hendersonii"
