Herbarium	Accession Number	Family	Genus	Species	Species Author	Subtype	Subtaxon	Subtaxon Author	ID Doubted	Scientific Name	Accepted Name (Taxon Name)	Determiner	Determination Day	Determination Month	Determination Year	Collector	Collector Number Prefix	Collector Number	Collector Number Suffix	Full Collector Number	Associated Collectors	Collection Day	Collection Month	Collection Year	Site Code	Country	State	County	Locality	Elevation (Feet)	Elevation (Meters)	Latitude Degrees	Latitude Minutes	Latitude Seconds	North or South	Longitude Degrees	Longitude Minutes	Longitude Seconds	West or East	Site Description	Specimen Description	Origin	Phenology
WTU	355639	Geraniaceae	Erodium	cicutarium	(L.) L'Her.					Erodium cicutarium	Erodium cicutarium	Ben Legler	26	May	2004	Ben Legler		1480		1480		30	Apr	2004	Ben Legler_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and State Park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	Flowers pink; average; large plants prostrate on dry sand.	Introduced	Flowering & Fruiting
WTU	356479	Geraniaceae	Erodium	cicutarium	(L.) L'Her.					Erodium cicutarium	Erodium cicutarium	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	18		PWD 18		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  A little over KM from parking lot, north on trail, at entrance of Robert Pratt Preserve."	137	42	48	11.757		N	122	42.993		W	Edge of bluff.	Flowers Pink; common.	Introduced	Flowering & Fruiting
WTU	355634	Geraniaceae	Geranium	molle	L.					Geranium molle	Geranium molle	Ben Legler	26	May	2004	Ben Legler		1487		1487		30	Apr	2004	Ben Legler_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and State Park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	"Flowers pink, in grassy, gravelly soil on edge of parking lot."	Introduced	Flowering & Fruiting
WTU	355620	Geraniaceae	Geranium	molle	L.					Geranium molle	Geranium molle	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	4		PWD 4		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park, along the bluff north of the parking lot."	60	18	48	11.641		N	122	42.592		W	"At crest of bluff, edge of trail and hayfield.  Abundant Bromus rigidus."		Introduced	Flowering
WTU	355648	Grossulariaceae	Ribes	divaricatum	Dougl.					Ribes divaricatum	Ribes divaricatum	Ben Legler	26	May	2004	Ben Legler		1506		1506		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	"Fruit immature, green; petals white; scattered shrub to 1 meter tall among Rosa behind driftwood."	Native	Flowering & Fruiting
WTU	356482	Grossulariaceae	Ribes	divaricatum	Dougl.					Ribes divaricatum	Ribes divaricatum	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	36		PWD 36		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	At forest edge.	Native	Flowering
WTU	357079	Hypericaceae	Hypericum	perforatum	L.					Hypericum perforatum	Hypericum perforatum	Ben Legler	7	Oct	2004	Jeff Walker		279		279		10	Sep	2004	Jeff Walker_2004-Sep-10__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; adjacent to bluff trail along top of bluff."	190	58	48	11	17	N	122	42	57	W		Rhizomatous.	Introduced	Fruiting
WTU	357113	Juncaceae	Juncus	balticus	Willd.					Juncus balticus	Juncus balticus	Ben Legler	7	Oct	2004	Jeff Walker		260		260		10	Sep	2004	Jeff Walker_2004-Sep-10__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Nature Conservancy Preserve; south end of Perego?s Lagoon."	5	2	48	11	50	N	122	43	30	W		Uncommon; a few patches at edge of bluff/lagoon; rhizomatous.	Native	Fruiting
WTU	356232	Juncaceae	Juncus	bufonius	L.					Juncus bufonius	Juncus bufonius	Ben Legler	28	Jun	2004	Peter W. Dunwiddie	PWD 	100		PWD 100	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, field edge."			48	11.921		N	122	42.902		W	Full sun; dry.	Scattered.	Introduced	Fertile
WTU	355611	Juncaceae	Luzula	comosa	E. Mey.					Luzula comosa	Luzula comosa	Ben Legler	26	May	2004	Ben Legler		1522		1522		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Scattered among grass and Salicornia on drier edges of lagoon.	Native	Fertile
WTU	355623	Juncaceae	Luzula	comosa	E. Mey.					Luzula comosa	Luzula comosa	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	48		PWD 48		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."		Native	Fertile
WTU	355862	Lamiaceae	Lamium	purpureum	L.					Lamium purpureum	Lamium purpureum	Ben Legler	26	May	2004	Ben Legler		1497		1497		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	"Flowers light purple; leaves reflexed, purple tinged; uncommon among grasses."	Introduced	Flowering
WTU	355374	Lamiaceae	Lamium	purpureum	L.					Lamium purpureum	Lamium purpureum	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	58		PWD 58		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__D	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  3 km north of main parking lot along main trail.  "	197	60	48	11.882		N	122	43.369		W	Collecting below trail and in nearby Pseudotsuga forest.		Introduced	Fertile
WTU	356228	Lamiaceae	Marrubium	vulgare	L.					Marrubium vulgare	Marrubium vulgare	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	90		PWD 90	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.789		N	122	43.020		W	"Ruderal species invading unplowed field: Brassicaceae, Amsinckia, Sisymbrium."	Occasional along field edge; perennial; only portions of large plant collected; white flowers.	Introduced	Flowering
WTU	357108	Lamiaceae	Nepeta	cataria	L.					Nepeta cataria	Nepeta cataria	Ben Legler	7	Oct	2004	Don Knoke		715		715		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Uncommon; gravelly soil.	Introduced	Flowering & Fruiting
WTU	355878	Lamiaceae	Satureja	douglasii	(Benth.) Briq.					Satureja douglasii	Clinopodium douglasii	Ben Legler	26	May	2004	Ben Legler		1582		1582	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Flowers white with slight pink tinge; trailing perennial on edge of shrub thickets.	Native	Fertile
WTU	355894	Liliaceae	Allium	acuminatum	Hook.					Allium acuminatum	Allium acuminatum	Ben Legler	26	May	2004	Ben Legler		1594		1594	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Flowers deep pink; common.	Native	Flowering
WTU	356258	Liliaceae	Brodiaea	coronaria	(Salisb.) Engl.					Brodiaea coronaria	Brodiaea coronaria	Ben Legler	29	Jun	2004	Ben Legler		1697		1697		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	Scattered but abundant along whole face of bluff; flowers deep purple with white staminodia.	Native	Flowering
WTU	355980	Liliaceae	Brodiaea	hyacinthina	(Lindl.) Baker					Brodiaea hyacinthina	Triteleia hyacinthina	Ben Legler	29	Jun	2004	Ben Legler		1710		1710		4	Jun	2004	Ben Legler_2004-Jun-4__C	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	"Open, grassy, SW-facing bluff backed by Pseudotsuga forest."	Flowers white; uncommon among open shrubs at top of bluff.	Native	Flowering
WTU	355626	Liliaceae	Maianthemum	dilatatum	(Wood) Nels. & Macbr.					Maianthemum dilatatum	Maianthemum dilatatum	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	41		PWD 41		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Rhizomatous; flowers white; common.	Native	Flowering
WTU	356491	Liliaceae	Smilacina	stellata	(L.) Desf.					Smilacina stellata	Maianthemum stellatum	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	38		PWD 38		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Common in forest understory.	Native	Flowering
WTU	355869	Liliaceae	Zigadenus	venenosus	Wats.	var.	venenosus			Zigadenus venenosus var. venenosus	Zigadenus venenosus var. venenosus	Ben Legler	26	May	2004	Ben Legler		1576		1576	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Large patch on open top of bluff.	Native	Flowering
WTU	356251	Malvaceae	Sidalcea	hendersonii	Wats.					Sidalcea hendersonii	Sidalcea hendersonii	Ben Legler	29	Jun	2004	Ben Legler		1700		1700		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	Petals pinkish-green (unopened?); uncommon in moist soil under Sambucus on margin of marsh.	Native	Flowering
WTU	355641	Nyctaginaceae	Abronia	latifolia	Eschsch.					Abronia latifolia	Abronia latifolia	Ben Legler	26	May	2004	Ben Legler		1510		1510		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Flowers yellow; uncommon at base of bluff	Native	Flowering
WTU	357074	Nyctaginaceae	Abronia	latifolia	Eschsch.					Abronia latifolia	Abronia latifolia	Ben Legler	7	Oct	2004	Don Knoke		735		735		10	Sep	2004	Don Knoke_2004-Sep-10__A	USA	Washington	Island	Whidbey Island; Parking lot at Ebey?s Landing.	20	6	48	11.5		N	122	42.4		W	"Other plants: Elymus mollis, Abronia latifolia, Cakile maritima, Gnaphalium chilense."	Flowers yellow; common; sand and gravel.	Native	Flowering & Fruiting
WTU	355629	Papaveraceae	Eschscholzia	californica	Cham.					Eschscholzia californica	Eschscholzia californica	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	44		PWD 44		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Uncommon; on edge of bluff.	Introduced	Fertile
WTU	356093	Papaveraceae	Papaver	somniferum	L.					Papaver somniferum	Papaver somniferum	Ben Legler	29	Jun	2004	Peter W. Dunwiddie	PWD 	116		PWD 116	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__G	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and state park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	10 plants in gravel soil; edge of parking lot; petals lilac.	Introduced	Flowering
WTU	355523	Pinaceae	Abies	grandis	(Dougl.) Forbes					Abies grandis	Abies grandis	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	73		PWD 73		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	On edge of bluff.	Native	Fruiting
WTU	357073	Pinaceae	Picea	sitchensis	(Bong.) Carr.					Picea sitchensis	Picea sitchensis	Ben Legler	7	Oct	2004	Don Knoke		729		729		10	Sep	2004	Don Knoke_2004-Sep-10__D	USA	Washington	Island	"Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot, higher wooded area."	20	6	48	11.5		N	122	42.4		W	"Other plants: Pseudotsuga menziesii, Lonicera hispidula, Symphoricarpos alba, Holodiscus discolor."	Locally common; sandy soil.	Native	Fertile
WTU	355877	Pinaceae	Pseudotsuga	menziesii	(Mirbel) Franco	var.	menziesii			Pseudotsuga menziesii var. menziesii	Pseudotsuga menziesii var. menziesii	Ben Legler	26	May	2004	Ben Legler		1588		1588	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Dominant tree; windswept.	Native	Fertile
WTU	355630	Pinaceae	Pseudotsuga	menziesii	(Mirbel) Franco	var.	menziesii			Pseudotsuga menziesii var. menziesii	Pseudotsuga menziesii var. menziesii	Ben Legler	26		2004	Peter W. Dunwiddie	PWD 	46		PWD 46		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing National Historic Preserve Bluff Trail.  2 KM north from main parking lot.  Along Trail and nearby woods at top of bluff."			48	11.82		N	122	43.183		W	"Sandy, west-facing, exposed bluff dominated by grasses, Achillea, Vicia; wind-swept Pseudotsuga forest with Ribes, Berberis."	Dominant overstory.	Native	Fertile
WTU	356636	Pinaceae	Tsuga	heterophylla	(Raf.) Sarg.					Tsuga heterophylla	Tsuga heterophylla	Ben Legler	26	May	2004	Peter W. Dunwiddie	PWD 	72		PWD 72		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."	In woods.	Native	Fruiting
WTU	355864	Plantaginaceae	Plantago	lanceolata	L.					Plantago lanceolata	Plantago lanceolata	Ben Legler	26		2004	Ben Legler		1498		1498		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	Scattered in open gravel back from beach.	Introduced	Fertile
WTU	357066	Plantaginaceae	Plantago	major	L.	var.	major			Plantago major var. major	Plantago major	Ben Legler	7	Oct	2004	Don Knoke		708		708		10	Sep	2004	Don Knoke_2004-Sep-10__A	USA	Washington	Island	Whidbey Island; Parking lot at Ebey?s Landing.	20	6	48	11.5		N	122	42.4		W	"Other plants: Elymus mollis, Abronia latifolia, Cakile maritima, Gnaphalium chilense."	Uncommon; sand and gravel	Introduced	Flowering & Fruiting
WTU	356247	Plantaginaceae	Plantago	maritima	L.	ssp.	juncoides	(Lam.) Hult.		Plantago maritima ssp. juncoides	Plantago maritima var. juncoides	Ben Legler	29	Jun	2004	Ben Legler		1705		1705		4	Jun	2004	Ben Legler_2004-Jun-4__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve; north end and NE shore of Perego?s Lagoon; National Park Service property."	10	3	48	12	11	N	122	44	10	W	Gravelly shore of lagoon and saltmarsh below SW-facing sandy bluff.	In moist gravelly soil on edge of lagoon.	Native	Fertile
WTU	356480	Plumbaginaceae	Armeria	maritima	(Mert. & Koch) Lawrence	ssp.	californica	(Boiss.) Porsild		Armeria maritima ssp. californica	Armeria maritima ssp. californica	Ben Legler	26	May	2004	Ben Legler		1517		1517		30	Apr	2004	Ben Legler_2004-Apr-30__C	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, at border between state park and the Nature Conservancy property circa 1/8 mile south of Perego?s Lagoon."	13	4	48	11.83		N	122	43.30		W	Eroding base of bluff adjacent to high tide line; dominated by grasses.	Flowers pink; common in sand behind drift logs.	Native	Flowering
WTU	357738	Poaceae	Agropyron	repens	(L.) Beauv.					Agropyron repens	Elymus repens	Ben Legler	13	Oct	2004	Don Knoke		710		710		10	Sep	2004	Don Knoke_2004-Sep-10__A	USA	Washington	Island	Whidbey Island; Parking lot at Ebey?s Landing.	20	6	48	11.5		N	122	42.4		W	"Other plants: Elymus mollis, Abronia latifolia, Cakile maritima, Gnaphalium chilense."	Uncommon; sand and gravel.	Introduced	Fruiting
WTU	357724	Poaceae	Agrostis	scabra	Willd.					Agrostis scabra	Agrostis scabra	Ben Legler	13	Oct	2004	Don Knoke		711		711		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Common; gravelly soil.	Native	Fertile
WTU	355387	Poaceae	Aira	caryophyllea	L.					Aira caryophyllea	Aira caryophyllea	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	60		PWD 60		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Introduced	Fertile
WTU	356968	Poaceae	Aira	praecox	L.					Aira praecox	Aira praecox	Ben Legler	7	Sep	2004	Ben Legler		1569		1569		7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	"Abundant in more open, drier areas of marsh."	Native	Fruiting
WTU	355897	Poaceae	Anthoxanthum	odoratum	L.					Anthoxanthum odoratum	Anthoxanthum odoratum	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	66		PWD 66		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__E	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; Hill Road c. 1 km South of main parking lot, just below summit of road.  Bluff to west of road."	171	52	48	11	.258	N	122	42	.113	W	"Steep bluff dominated by native and exotic grasses with Lupinus, Eriophyllum, and Achillea; backed by conifer woods."		Introduced	Fruiting
WTU	357735	Poaceae	Arrhenatherum	elatius	(L.) Presl.					Arrhenatherum elatius	Arrhenatherum elatius	Ben Legler	13	Oct	2004	Don Knoke		712		712		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Common; gravelly soil.	Introduced	Fruiting
WTU	357726	Poaceae	Avena	fatua	L.					Avena fatua	Avena fatua	Ben Legler	13	Oct	2004	Don Knoke		713		713		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Common; gravelly soil.	Introduced	Fruiting
WTU	356629	Poaceae	Bromus	mollis	L.					Bromus mollis	Bromus hordeaceus ssp. hordeaceus	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	11		PWD 11		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park, along the bluff north of the parking lot."	60	18	48	11.641		N	122	42.592		W	"At crest of bluff, edge of trail and hayfield.  Abundant Bromus rigidus."		Introduced	Fruiting
WTU	356625	Poaceae	Bromus	mollis	L.					Bromus mollis	Bromus hordeaceus ssp. hordeaceus	Ben Legler	14	Jul	2004	Peter W. Dunwiddie	PWD 	86		PWD 86	"Jeff Walker, Sharon Rodman, Susan Zwinger"	4	Jun	2004	Peter W. Dunwiddie_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing, sheep barn."			48	11.789		N	122	43.020		W	"Ruderal species invading unplowed field: Brassicaceae, Amsinckia, Sisymbrium."	Spikelets large; occasional.	Introduced	Fertile
WTU	355383	Poaceae	Bromus	rigidus	Roth					Bromus rigidus	Bromus rigidus	Ben Legler	27	May	2004	Ben Legler		1492		1492		30	Apr	2004	Ben Legler_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing; at parking area on beach on Hill Road; TNC and State Park land."	7	2	48	11.56		N	122	42.44		W	Open beach along road; disturbed; Leymus mollis.	Heads nodding; on edge of parking lot.	Introduced	Fruiting
WTU	355876	Poaceae	Bromus	rigidus	Roth					Bromus rigidus	Bromus rigidus	Ben Legler	27	May	2004	Ben Legler		1573		1573	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing Preserve, The Nature Conservancy; around southwest side of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh, with Salicornia, Lathyrus japonicus, grasses."	Annual; scattered by drift logs.	Introduced	Fertile
WTU	356498	Poaceae	Bromus	rigidus	Roth					Bromus rigidus	Bromus rigidus	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	7		PWD 7		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__A	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park, along the bluff north of the parking lot."	60	18	48	11.641		N	122	42.592		W	"At crest of bluff, edge of trail and hayfield.  Abundant Bromus rigidus."		Introduced	Fruiting
WTU	355889	Poaceae	Bromus	sitchensis	Trin.	var.	sitchensis		?	Bromus sitchensis var. sitchensis	Bromus sitchensis	Ben Legler	27	May	2004	Ben Legler		1585		1585	"David Giblin, Barbara Williams, Molly Bernstein"	7	May	2004	Ben Legler_2004-May-7__B	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; along top of bluff above Perego?s Lagoon at about midway point of lagoon."	200	61	48	12	7.6	N	122	43	54.1	W	Open grassy bluff and Pseudotsuga woods.	Rhizomatous perennial on edge of thickets.	Native	Fertile
WTU	357737	Poaceae	Bromus	sitchensis	Trin.	var.	sitchensis			Bromus sitchensis var. sitchensis	Bromus sitchensis	Ben Legler	13	Oct	2004	Don Knoke		714		714		10	Sep	2004	Don Knoke_2004-Sep-10__B	USA	Washington	Island	Whidbey Island; roadside along Hill Road near Ebey?s Landing parking lot.	20	6	48	11.5		N	122	42.4		W	"Other plants: Sambucus racemosa, Heracleum lanatum, Symphoricarpos alba, Holodiscus discolor."	Locally common; gravelly soil.	Native	Fruiting
WTU	355867	Poaceae	Bromus	tectorum	L.					Bromus tectorum	Bromus tectorum	Ben Legler	27	May	2004	Ben Legler		1502		1502		30	Apr	2004	Ben Legler_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing State Park; along beach 1/4 mile from parking lot."	7	2	48	11.64		N	122	42.67		W	"Area behind driftwood by beach; Rosa nutkana, grasses; sandy-gravelly soil."	In gravel; scattered.	Introduced	Fruiting
WTU	356635	Poaceae	Dactylis	glomerata	L.					Dactylis glomerata	Dactylis glomerata	Ben Legler	27	May	2004	Peter W. Dunwiddie	PWD 	28		PWD 28		30	Apr	2004	Peter W. Dunwiddie_2004-Apr-30__B	USA	Washington	Island	"Whidbey Island, Ebey?s Landing.  A little over KM from parking lot, north on trail, at entrance of Robert Pratt Preserve."	137	42	48	11.757		N	122	42.993		W	Edge of bluff.	Just prior to blooming; to 50cm.	Introduced	Fertile
WTU	356630	Poaceae	Distichlis	spicata	(L.) Greene					Distichlis spicata	Distichlis spicata	Ben Legler	14	Jul	2004	Ben Legler		1689		1689		4	Jun	2004	Ben Legler_2004-Jun-4__A	USA	Washington	Island	"Whidbey Island, The Nature Conservancy?s Ebey?s Landing Preserve; on the south end of Perego?s Lagoon."	5	2	48	11	52.1	N	122	43	36.6	W	"Salt marsh dominated by Salicornia virginica and Distichlys spicata, at base of steep SW-facing sandy bluff."	Abundant; forming extensive mats in wetter areas of marsh.	Native	Fertile
